"idDonneesCentrale","temps","compteurEnergie","irradiance_en_watt_par_surface","idCentrale_id"
4113,"2024-03-19 15:54:00+01",NULL,"0.00",46
4114,"2024-03-19 16:04:00+01",NULL,"0.00",46
4115,"2024-03-19 16:14:00+01",NULL,"0.00",46
4116,"2024-03-19 16:24:00+01",NULL,"0.00",46
4117,"2024-03-19 16:34:00+01",NULL,"0.00",46
4118,"2024-03-19 16:44:00+01",NULL,"0.00",46
4119,"2024-03-19 16:54:00+01",NULL,"0.00",46
4120,"2024-03-19 17:04:00+01",NULL,"0.00",46
4121,"2024-03-19 17:14:00+01",NULL,"0.00",46
4122,"2024-03-19 17:24:00+01",NULL,"0.00",46
4123,"2024-03-19 17:34:00+01",NULL,"0.00",46
4124,"2024-03-19 17:44:00+01",NULL,"0.00",46
4125,"2024-03-19 17:54:00+01",NULL,"0.00",46
4126,"2024-03-19 18:04:00+01",NULL,"0.00",46
4127,"2024-03-19 18:14:00+01",NULL,"0.00",46
4128,"2024-03-19 18:24:00+01",NULL,"0.00",46
4129,"2024-03-19 18:34:00+01",NULL,"0.00",46
4130,"2024-03-19 18:44:00+01",NULL,"0.00",46
4131,"2024-03-19 18:54:00+01",NULL,"0.00",46
4132,"2024-03-19 19:04:00+01",NULL,"0.00",46
4133,"2024-03-19 19:14:00+01",NULL,"0.00",46
4134,"2024-03-19 19:24:00+01",NULL,"0.00",46
4135,"2024-03-19 19:34:00+01",NULL,"0.00",46
4136,"2024-03-19 19:44:00+01",NULL,"0.00",46
4137,"2024-03-19 19:54:00+01",NULL,"0.00",46
4138,"2024-03-19 20:04:00+01",NULL,"0.00",46
4139,"2024-03-19 20:14:00+01",NULL,"0.00",46
4140,"2024-03-19 20:24:00+01",NULL,"0.00",46
4141,"2024-03-19 20:34:00+01",NULL,"0.00",46
4142,"2024-03-19 20:44:00+01",NULL,"0.00",46
4143,"2024-03-19 20:54:00+01",NULL,"0.00",46
4144,"2024-03-19 21:04:00+01",NULL,"0.00",46
4145,"2024-03-19 21:14:00+01",NULL,"0.00",46
4146,"2024-03-19 21:24:00+01",NULL,"0.00",46
4147,"2024-03-19 21:34:00+01",NULL,"0.00",46
4148,"2024-03-19 21:44:00+01",NULL,"0.00",46
4149,"2024-03-19 21:54:00+01",NULL,"0.00",46
4150,"2024-03-19 22:04:00+01",NULL,"0.00",46
4151,"2024-03-19 22:14:00+01",NULL,"0.00",46
4152,"2024-03-19 22:24:00+01",NULL,"0.00",46
4153,"2024-03-19 22:34:00+01",NULL,"0.00",46
4154,"2024-03-19 07:11:00+01",NULL,"0.00",48
4155,"2024-03-19 07:20:00+01",NULL,"0.00",48
4156,"2024-03-19 07:21:00+01",NULL,"0.00",48
4157,"2024-03-19 07:30:00+01",NULL,"0.00",48
4158,"2024-03-19 07:31:00+01",NULL,"0.00",48
4159,"2024-03-19 07:40:00+01",NULL,"0.00",48
4160,"2024-03-19 07:41:00+01",NULL,"0.00",48
4161,"2024-03-19 07:50:00+01",NULL,"0.00",48
4162,"2024-03-19 07:51:00+01",NULL,"0.00",48
4163,"2024-03-19 08:00:00+01",NULL,"1.44",48
4164,"2024-03-19 08:01:00+01",NULL,"0.00",48
4165,"2024-03-19 08:10:00+01",NULL,"0.00",48
4166,"2024-03-19 08:11:00+01",NULL,"0.00",48
4167,"2024-03-19 08:20:00+01",NULL,"0.00",48
4168,"2024-03-19 08:21:00+01",NULL,"0.00",48
4169,"2024-03-19 08:30:00+01",NULL,"11.36",48
4170,"2024-03-19 08:31:00+01",NULL,"0.00",48
4171,"2024-03-19 08:40:00+01",NULL,"0.00",48
4172,"2024-03-19 08:41:00+01",NULL,"0.00",48
4173,"2024-03-19 08:50:00+01",NULL,"0.00",48
4174,"2024-03-19 08:51:00+01",NULL,"0.00",48
4175,"2024-03-19 09:00:00+01",NULL,"28.52",48
4176,"2024-03-19 09:01:00+01",NULL,"0.00",48
4177,"2024-03-19 09:10:00+01",NULL,"0.00",48
4178,"2024-03-19 09:11:00+01",NULL,"0.00",48
4179,"2024-03-19 09:20:00+01",NULL,"0.00",48
4180,"2024-03-19 09:21:00+01",NULL,"0.00",48
4181,"2024-03-19 09:30:00+01",NULL,"52.16",48
4182,"2024-03-19 09:31:00+01",NULL,"0.00",48
4183,"2024-03-19 09:40:00+01",NULL,"0.00",48
4184,"2024-03-19 09:41:00+01",NULL,"0.00",48
4185,"2024-03-19 09:50:00+01",NULL,"0.00",48
4186,"2024-03-19 09:51:00+01",NULL,"0.00",48
4187,"2024-03-19 10:00:00+01",NULL,"75.07",48
4188,"2024-03-19 10:01:00+01",NULL,"0.00",48
4189,"2024-03-19 10:10:00+01",NULL,"0.00",48
4190,"2024-03-19 10:11:00+01",NULL,"0.00",48
4191,"2024-03-19 10:20:00+01",NULL,"0.00",48
4192,"2024-03-19 10:21:00+01",NULL,"0.00",48
4193,"2024-03-19 10:30:00+01",NULL,"102.96",48
4194,"2024-03-19 10:31:00+01",NULL,"0.00",48
4195,"2024-03-19 10:40:00+01",NULL,"0.00",48
4196,"2024-03-19 10:41:00+01",NULL,"0.00",48
4197,"2024-03-19 10:50:00+01",NULL,"0.00",48
4198,"2024-03-19 10:51:00+01",NULL,"0.00",48
4199,"2024-03-19 11:00:00+01",NULL,"134.28",48
4200,"2024-03-19 11:01:00+01",NULL,"0.00",48
4201,"2024-03-19 11:10:00+01",NULL,"0.00",48
4202,"2024-03-19 11:11:00+01",NULL,"0.00",48
4203,"2024-03-19 11:20:00+01",NULL,"0.00",48
4204,"2024-03-19 11:21:00+01",NULL,"0.00",48
4205,"2024-03-19 11:30:00+01",NULL,"162.90",48
4206,"2024-03-19 11:31:00+01",NULL,"0.00",48
4207,"2024-03-19 11:40:00+01",NULL,"0.00",48
4208,"2024-03-19 11:41:00+01",NULL,"0.00",48
4209,"2024-03-19 11:50:00+01",NULL,"0.00",48
4210,"2024-03-19 11:51:00+01",NULL,"0.00",48
4211,"2024-03-19 12:00:00+01",NULL,"181.24",48
4212,"2024-03-19 12:01:00+01",NULL,"0.00",48
4213,"2024-03-19 12:10:00+01",NULL,"0.00",48
4214,"2024-03-19 12:11:00+01",NULL,"0.00",48
4215,"2024-03-19 12:20:00+01",NULL,"0.00",48
4216,"2024-03-19 12:21:00+01",NULL,"0.00",48
4217,"2024-03-19 12:30:00+01",NULL,"196.48",48
4218,"2024-03-19 12:31:00+01",NULL,"0.00",48
4219,"2024-03-19 12:40:00+01",NULL,"0.00",48
4220,"2024-03-19 12:41:00+01",NULL,"0.00",48
4221,"2024-03-19 12:50:00+01",NULL,"0.00",48
4222,"2024-03-19 12:51:00+01",NULL,"0.00",48
4223,"2024-03-19 13:00:00+01",NULL,"211.69",48
4224,"2024-03-19 13:01:00+01",NULL,"0.00",48
4225,"2024-03-19 13:10:00+01",NULL,"0.00",48
4226,"2024-03-19 13:11:00+01",NULL,"0.00",48
4227,"2024-03-19 13:20:00+01",NULL,"0.00",48
4228,"2024-03-19 13:21:00+01",NULL,"0.00",48
4229,"2024-03-19 13:30:00+01",NULL,"228.25",48
4230,"2024-03-19 13:31:00+01",NULL,"0.00",48
4231,"2024-03-19 13:40:00+01",NULL,"0.00",48
4232,"2024-03-19 13:41:00+01",NULL,"0.00",48
4233,"2024-03-19 13:50:00+01",NULL,"0.00",48
4234,"2024-03-19 13:51:00+01",NULL,"0.00",48
4235,"2024-03-19 14:00:00+01",NULL,"229.81",48
4236,"2024-03-19 14:01:00+01",NULL,"0.00",48
4237,"2024-03-19 14:10:00+01",NULL,"0.00",48
4238,"2024-03-19 14:11:00+01",NULL,"0.00",48
4239,"2024-03-19 14:20:00+01",NULL,"0.00",48
4240,"2024-03-19 14:21:00+01",NULL,"0.00",48
4241,"2024-03-19 14:30:00+01",NULL,"215.59",48
4242,"2024-03-19 14:31:00+01",NULL,"0.00",48
4243,"2024-03-19 14:40:00+01",NULL,"0.00",48
4244,"2024-03-19 14:41:00+01",NULL,"0.00",48
4245,"2024-03-19 14:50:00+01",NULL,"0.00",48
4246,"2024-03-19 14:51:00+01",NULL,"0.00",48
4247,"2024-03-19 15:00:00+01",NULL,"225.94",48
4248,"2024-03-19 15:01:00+01",NULL,"0.00",48
4249,"2024-03-19 15:10:00+01",NULL,"0.00",48
4250,"2024-03-19 15:11:00+01",NULL,"0.00",48
4251,"2024-03-19 15:20:00+01",NULL,"0.00",48
4252,"2024-03-19 15:21:00+01",NULL,"0.00",48
4253,"2024-03-19 15:30:00+01",NULL,"215.65",48
4254,"2024-03-19 15:31:00+01",NULL,"0.00",48
4255,"2024-03-19 15:40:00+01",NULL,"0.00",48
4256,"2024-03-19 15:41:00+01",NULL,"0.00",48
4257,"2024-03-19 15:50:00+01",NULL,"0.00",48
4258,"2024-03-19 15:51:00+01",NULL,"0.00",48
4259,"2024-03-19 16:01:00+01",NULL,"0.00",48
4260,"2024-03-19 16:11:00+01",NULL,"0.00",48
4261,"2024-03-19 16:21:00+01",NULL,"0.00",48
4262,"2024-03-19 16:30:00+01",NULL,"153.09",48
4263,"2024-03-19 16:31:00+01",NULL,"0.00",48
4264,"2024-03-19 16:40:00+01",NULL,"0.00",48
4265,"2024-03-19 16:41:00+01",NULL,"0.00",48
4266,"2024-03-19 16:50:00+01",NULL,"0.00",48
4267,"2024-03-19 16:51:00+01",NULL,"0.00",48
4268,"2024-03-19 17:00:00+01",NULL,"135.60",48
4269,"2024-03-19 17:01:00+01",NULL,"0.00",48
4270,"2024-03-19 17:10:00+01",NULL,"0.00",48
4271,"2024-03-19 17:11:00+01",NULL,"0.00",48
4272,"2024-03-19 17:20:00+01",NULL,"0.00",48
4273,"2024-03-19 17:21:00+01",NULL,"0.00",48
4274,"2024-03-19 17:30:00+01",NULL,"110.44",48
4275,"2024-03-19 17:31:00+01",NULL,"0.00",48
4276,"2024-03-19 17:40:00+01",NULL,"0.00",48
4277,"2024-03-19 17:41:00+01",NULL,"0.00",48
4278,"2024-03-19 17:50:00+01",NULL,"0.00",48
4279,"2024-03-19 17:51:00+01",NULL,"0.00",48
4280,"2024-03-19 18:00:00+01",NULL,"60.93",48
4281,"2024-03-19 18:01:00+01",NULL,"0.00",48
4282,"2024-03-19 18:10:00+01",NULL,"0.00",48
4283,"2024-03-19 18:11:00+01",NULL,"0.00",48
4284,"2024-03-19 18:20:00+01",NULL,"0.00",48
4285,"2024-03-19 18:21:00+01",NULL,"0.00",48
4286,"2024-03-19 18:30:00+01",NULL,"58.43",48
4287,"2024-03-19 18:31:00+01",NULL,"0.00",48
4288,"2024-03-19 18:40:00+01",NULL,"0.00",48
4289,"2024-03-19 18:41:00+01",NULL,"0.00",48
4290,"2024-03-19 18:50:00+01",NULL,"0.00",48
4291,"2024-03-19 18:51:00+01",NULL,"0.00",48
4292,"2024-03-19 19:00:00+01",NULL,"29.25",48
4293,"2024-03-19 19:01:00+01",NULL,"0.00",48
4294,"2024-03-19 19:10:00+01",NULL,"0.00",48
4295,"2024-03-19 19:11:00+01",NULL,"0.00",48
4296,"2024-03-19 19:20:00+01",NULL,"0.00",48
4297,"2024-03-19 19:21:00+01",NULL,"0.00",48
4298,"2024-03-19 19:30:00+01",NULL,"4.80",48
4299,"2024-03-19 19:31:00+01",NULL,"0.00",48
4300,"2024-03-19 19:40:00+01",NULL,"0.00",48
4301,"2024-03-19 19:41:00+01",NULL,"0.00",48
4302,"2024-03-19 19:50:00+01",NULL,"0.00",48
4303,"2024-03-19 19:51:00+01",NULL,"0.00",48
4304,"2024-03-19 20:00:00+01",NULL,"0.00",48
4305,"2024-03-19 20:01:00+01",NULL,"0.00",48
4306,"2024-03-19 20:10:00+01",NULL,"0.00",48
4307,"2024-03-19 20:11:00+01",NULL,"0.00",48
4308,"2024-03-19 20:20:00+01",NULL,"0.00",48
4309,"2024-03-19 20:21:00+01",NULL,"0.00",48
4310,"2024-03-19 20:30:00+01",NULL,"0.00",48
4311,"2024-03-19 20:31:00+01",NULL,"0.00",48
4312,"2024-03-19 20:40:00+01",NULL,"0.00",48
4313,"2024-03-19 20:41:00+01",NULL,"0.00",48
4314,"2024-03-19 20:50:00+01",NULL,"0.00",48
4315,"2024-03-19 20:51:00+01",NULL,"0.00",48
4316,"2024-03-19 21:00:00+01",NULL,"0.00",48
4317,"2024-03-19 21:01:00+01",NULL,"0.00",48
4318,"2024-03-19 21:10:00+01",NULL,"0.00",48
4319,"2024-03-19 21:11:00+01",NULL,"0.00",48
4320,"2024-03-19 21:20:00+01",NULL,"0.00",48
4321,"2024-03-19 21:21:00+01",NULL,"0.00",48
4322,"2024-03-19 21:30:00+01",NULL,"0.00",48
4323,"2024-03-19 21:31:00+01",NULL,"0.00",48
4324,"2024-03-19 21:40:00+01",NULL,"0.00",48
4325,"2024-03-19 21:41:00+01",NULL,"0.00",48
4326,"2024-03-19 21:50:00+01",NULL,"0.00",48
4327,"2024-03-19 21:51:00+01",NULL,"0.00",48
4328,"2024-03-19 22:00:00+01",NULL,"0.00",48
4329,"2024-03-19 22:01:00+01",NULL,"0.00",48
4330,"2024-03-19 22:10:00+01",NULL,"0.00",48
4331,"2024-03-19 22:11:00+01",NULL,"0.00",48
4332,"2024-03-19 22:20:00+01",NULL,"0.00",48
4333,"2024-03-19 22:21:00+01",NULL,"0.00",48
4334,"2024-03-19 22:30:00+01",NULL,"0.00",48
4335,"2024-03-19 22:31:00+01",NULL,"0.00",48
4336,"2024-03-19 09:45:00+01",NULL,"67.29",49
4337,"2024-03-19 10:00:00+01",NULL,"84.56",49
4338,"2024-03-19 10:15:00+01",NULL,"100.11",49
4339,"2024-03-19 10:30:00+01",NULL,"115.93",49
4340,"2024-03-19 10:45:00+01",NULL,"131.30",49
4341,"2024-03-19 11:00:00+01",NULL,"145.60",49
4342,"2024-03-19 11:15:00+01",NULL,"159.27",49
4343,"2024-03-19 11:30:00+01",NULL,"174.88",49
4344,"2024-03-19 11:45:00+01",NULL,"187.55",49
4345,"2024-03-19 12:00:00+01",NULL,"198.11",49
4346,"2024-03-19 12:15:00+01",NULL,"206.56",49
4347,"2024-03-19 12:30:00+01",NULL,"214.35",49
4348,"2024-03-19 12:45:00+01",NULL,"221.09",49
4349,"2024-03-19 13:00:00+01",NULL,"227.51",49
4350,"2024-03-19 13:15:00+01",NULL,"233.31",49
4351,"2024-03-19 13:30:00+01",NULL,"237.90",49
4352,"2024-03-19 13:45:00+01",NULL,"240.21",49
4353,"2024-03-19 14:00:00+01",NULL,"242.12",49
4354,"2024-03-19 14:15:00+01",NULL,"242.47",49
4355,"2024-03-19 14:30:00+01",NULL,"242.83",49
4356,"2024-03-19 14:45:00+01",NULL,"242.32",49
4357,"2024-03-19 15:00:00+01",NULL,"239.50",49
4358,"2024-03-19 15:15:00+01",NULL,"234.87",49
4359,"2024-03-19 15:30:00+01",NULL,"229.75",49
4360,"2024-03-19 15:45:00+01",NULL,"223.70",49
4361,"2024-03-19 16:00:00+01",NULL,"216.13",49
4362,"2024-03-19 16:15:00+01",NULL,"208.02",49
4363,"2024-03-19 16:30:00+01",NULL,"198.70",49
4364,"2024-03-19 16:45:00+01",NULL,"186.69",49
4365,"2024-03-19 17:00:00+01",NULL,"171.34",49
4366,"2024-03-19 17:15:00+01",NULL,"157.93",49
4367,"2024-03-19 17:30:00+01",NULL,"143.99",49
4368,"2024-03-19 17:45:00+01",NULL,"130.64",49
4369,"2024-03-19 18:00:00+01",NULL,"115.55",49
4370,"2024-03-19 18:15:00+01",NULL,"100.01",49
4371,"2024-03-19 18:30:00+01",NULL,"83.59",49
4372,"2024-03-19 18:45:00+01",NULL,"66.43",49
4373,"2024-03-19 19:00:00+01",NULL,"53.42",49
4374,"2024-03-19 19:15:00+01",NULL,"38.03",49
4375,"2024-03-19 19:30:00+01",NULL,"22.97",49
4376,"2024-03-19 19:45:00+01",NULL,"10.27",49
4377,"2024-03-19 20:00:00+01",NULL,"2.90",49
4378,"2024-03-19 20:15:00+01",NULL,"0.15",49
4379,"2024-03-19 20:30:00+01",NULL,"0.00",49
4380,"2024-03-19 20:45:00+01",NULL,"0.00",49
4381,"2024-03-19 21:00:00+01",NULL,"0.00",49
4382,"2024-03-19 21:15:00+01",NULL,"0.00",49
4383,"2024-03-19 21:30:00+01",NULL,"0.00",49
4384,"2024-03-19 21:45:00+01",NULL,"0.00",49
4385,"2024-03-19 22:00:00+01",NULL,"0.00",49
4386,"2024-03-19 22:15:00+01",NULL,"0.00",49
4387,"2024-03-19 22:30:00+01",NULL,"0.00",49
4388,"2024-03-19 09:30:00+01",NULL,"28.71",50
4389,"2024-03-19 09:45:00+01",NULL,"38.99",50
4390,"2024-03-19 10:00:00+01",NULL,"51.59",50
4391,"2024-03-19 10:15:00+01",NULL,"64.45",50
4392,"2024-03-19 10:30:00+01",NULL,"77.47",50
4393,"2024-03-19 10:45:00+01",NULL,"91.03",50
4394,"2024-03-19 11:00:00+01",NULL,"104.52",50
4395,"2024-03-19 11:15:00+01",NULL,"117.87",50
4396,"2024-03-19 11:30:00+01",NULL,"131.86",50
4397,"2024-03-19 11:45:00+01",NULL,"145.64",50
4398,"2024-03-19 12:00:00+01",NULL,"157.33",50
4399,"2024-03-19 12:15:00+01",NULL,"167.85",50
4400,"2024-03-19 12:30:00+01",NULL,"172.20",50
4401,"2024-03-19 12:45:00+01",NULL,"178.84",50
4402,"2024-03-19 13:00:00+01",NULL,"197.97",50
4403,"2024-03-19 13:15:00+01",NULL,"206.67",50
4404,"2024-03-19 13:30:00+01",NULL,"215.38",50
4405,"2024-03-19 13:45:00+01",NULL,"222.17",50
4406,"2024-03-19 14:00:00+01",NULL,"227.52",50
4407,"2024-03-19 14:15:00+01",NULL,"231.45",50
4408,"2024-03-19 14:30:00+01",NULL,"235.21",50
4409,"2024-03-19 14:45:00+01",NULL,"236.98",50
4410,"2024-03-19 15:00:00+01",NULL,"236.04",50
4411,"2024-03-19 15:15:00+01",NULL,"230.68",50
4412,"2024-03-19 15:30:00+01",NULL,"227.98",50
4413,"2024-03-19 15:45:00+01",NULL,"224.83",50
4414,"2024-03-19 16:00:00+01",NULL,"221.26",50
4415,"2024-03-19 16:15:00+01",NULL,"215.46",50
4416,"2024-03-19 16:30:00+01",NULL,"208.68",50
4417,"2024-03-19 16:45:00+01",NULL,"200.19",50
4418,"2024-03-19 17:00:00+01",NULL,"190.25",50
4419,"2024-03-19 17:15:00+01",NULL,"180.22",50
4420,"2024-03-19 17:30:00+01",NULL,"169.78",50
4421,"2024-03-19 17:45:00+01",NULL,"158.41",50
4422,"2024-03-19 18:00:00+01",NULL,"144.69",50
4423,"2024-03-19 18:15:00+01",NULL,"129.88",50
4424,"2024-03-19 18:30:00+01",NULL,"114.06",50
4425,"2024-03-19 18:45:00+01",NULL,"95.58",50
4426,"2024-03-19 19:00:00+01",NULL,"77.63",50
4427,"2024-03-19 19:15:00+01",NULL,"58.28",50
4428,"2024-03-19 19:30:00+01",NULL,"40.73",50
4429,"2024-03-19 19:45:00+01",NULL,"19.80",50
4430,"2024-03-19 20:00:00+01",NULL,"3.57",50
4431,"2024-03-19 20:15:00+01",NULL,"0.32",50
4432,"2024-03-19 20:30:00+01",NULL,"0.00",50
4433,"2024-03-19 20:45:00+01",NULL,"0.00",50
4434,"2024-03-19 21:00:00+01",NULL,"0.00",50
4435,"2024-03-19 21:15:00+01",NULL,"0.00",50
4436,"2024-03-19 21:30:00+01",NULL,"0.00",50
4437,"2024-03-19 21:45:00+01",NULL,"0.00",50
4438,"2024-03-19 22:00:00+01",NULL,"0.00",50
4439,"2024-03-19 07:15:00+01",NULL,"0.00",51
4440,"2024-03-19 07:20:00+01",NULL,"0.00",51
4441,"2024-03-19 07:25:00+01",NULL,"0.00",51
4442,"2024-03-19 07:30:00+01",NULL,"0.00",51
4443,"2024-03-19 07:35:00+01",NULL,"0.00",51
4444,"2024-03-19 07:40:00+01",NULL,"0.00",51
4445,"2024-03-19 07:45:00+01",NULL,"0.00",51
4446,"2024-03-19 07:50:00+01",NULL,"0.00",51
4447,"2024-03-19 07:55:00+01",NULL,"0.00",51
4448,"2024-03-19 08:00:00+01",NULL,"0.00",51
4449,"2024-03-19 08:05:00+01",NULL,"0.00",51
4450,"2024-03-19 08:10:00+01",NULL,"0.00",51
4451,"2024-03-19 08:15:00+01",NULL,"0.38",51
4452,"2024-03-19 08:20:00+01",NULL,"0.00",51
4453,"2024-03-19 08:25:00+01",NULL,"0.00",51
4454,"2024-03-19 08:30:00+01",NULL,"3.44",51
4455,"2024-03-19 08:35:00+01",NULL,"0.00",51
4456,"2024-03-19 08:40:00+01",NULL,"0.00",51
4457,"2024-03-19 08:45:00+01",NULL,"8.84",51
4458,"2024-03-19 08:50:00+01",NULL,"0.00",51
4459,"2024-03-19 08:55:00+01",NULL,"0.00",51
4460,"2024-03-19 09:00:00+01",NULL,"15.65",51
4461,"2024-03-19 09:05:00+01",NULL,"0.00",51
4462,"2024-03-19 09:10:00+01",NULL,"0.00",51
4463,"2024-03-19 09:15:00+01",NULL,"25.35",51
4464,"2024-03-19 09:20:00+01",NULL,"0.00",51
4465,"2024-03-19 09:25:00+01",NULL,"0.00",51
4466,"2024-03-19 09:30:00+01",NULL,"37.18",51
4467,"2024-03-19 09:35:00+01",NULL,"0.00",51
4468,"2024-03-19 09:40:00+01",NULL,"0.00",51
4469,"2024-03-19 09:45:00+01",NULL,"50.85",51
4470,"2024-03-19 09:50:00+01",NULL,"0.00",51
4471,"2024-03-19 09:55:00+01",NULL,"0.00",51
4472,"2024-03-19 10:00:00+01",NULL,"65.40",51
4473,"2024-03-19 10:05:00+01",NULL,"0.00",51
4474,"2024-03-19 10:10:00+01",NULL,"0.00",51
4475,"2024-03-19 10:15:00+01",NULL,"80.08",51
4476,"2024-03-19 10:20:00+01",NULL,"0.00",51
4477,"2024-03-19 10:25:00+01",NULL,"0.00",51
4478,"2024-03-19 10:30:00+01",NULL,"95.40",51
4479,"2024-03-19 10:35:00+01",NULL,"0.00",51
4480,"2024-03-19 10:40:00+01",NULL,"0.00",51
4481,"2024-03-19 10:45:00+01",NULL,"109.33",51
4482,"2024-03-19 10:50:00+01",NULL,"0.00",51
4483,"2024-03-19 10:55:00+01",NULL,"0.00",51
4484,"2024-03-19 11:00:00+01",NULL,"123.74",51
4485,"2024-03-19 11:05:00+01",NULL,"0.00",51
4486,"2024-03-19 11:10:00+01",NULL,"0.00",51
4487,"2024-03-19 11:15:00+01",NULL,"139.77",51
4488,"2024-03-19 11:20:00+01",NULL,"0.00",51
4489,"2024-03-19 11:25:00+01",NULL,"0.00",51
4490,"2024-03-19 11:30:00+01",NULL,"153.31",51
4491,"2024-03-19 11:35:00+01",NULL,"0.00",51
4492,"2024-03-19 11:40:00+01",NULL,"0.00",51
4493,"2024-03-19 11:45:00+01",NULL,"166.11",51
4494,"2024-03-19 11:50:00+01",NULL,"0.00",51
4495,"2024-03-19 11:55:00+01",NULL,"0.00",51
4496,"2024-03-19 12:00:00+01",NULL,"177.78",51
4497,"2024-03-19 12:05:00+01",NULL,"0.00",51
4498,"2024-03-19 12:10:00+01",NULL,"0.00",51
4499,"2024-03-19 12:15:00+01",NULL,"189.96",51
4500,"2024-03-19 12:20:00+01",NULL,"0.00",51
4501,"2024-03-19 12:25:00+01",NULL,"0.00",51
4502,"2024-03-19 12:30:00+01",NULL,"200.73",51
4503,"2024-03-19 12:35:00+01",NULL,"0.00",51
4504,"2024-03-19 12:40:00+01",NULL,"0.00",51
4505,"2024-03-19 12:45:00+01",NULL,"209.38",51
4506,"2024-03-19 12:50:00+01",NULL,"0.00",51
4507,"2024-03-19 12:55:00+01",NULL,"0.00",51
4508,"2024-03-19 13:30:00+01",NULL,"231.06",51
4509,"2024-03-19 13:35:00+01",NULL,"0.00",51
4510,"2024-03-19 13:40:00+01",NULL,"0.00",51
4511,"2024-03-19 13:45:00+01",NULL,"235.99",51
4512,"2024-03-19 13:50:00+01",NULL,"0.00",51
4513,"2024-03-19 13:55:00+01",NULL,"0.00",51
4514,"2024-03-19 14:00:00+01",NULL,"239.89",51
4515,"2024-03-19 14:05:00+01",NULL,"0.00",51
4516,"2024-03-19 14:10:00+01",NULL,"0.00",51
4517,"2024-03-19 14:15:00+01",NULL,"242.11",51
4518,"2024-03-19 14:20:00+01",NULL,"0.00",51
4519,"2024-03-19 14:25:00+01",NULL,"0.00",51
4520,"2024-03-19 14:30:00+01",NULL,"244.40",51
4521,"2024-03-19 14:35:00+01",NULL,"0.00",51
4522,"2024-03-19 14:40:00+01",NULL,"0.00",51
4523,"2024-03-19 14:45:00+01",NULL,"245.36",51
4524,"2024-03-19 14:50:00+01",NULL,"0.00",51
4525,"2024-03-19 14:55:00+01",NULL,"0.00",51
4526,"2024-03-19 15:00:00+01",NULL,"244.30",51
4527,"2024-03-19 15:05:00+01",NULL,"0.00",51
4528,"2024-03-19 15:10:00+01",NULL,"0.00",51
4529,"2024-03-19 15:15:00+01",NULL,"242.58",51
4530,"2024-03-19 15:20:00+01",NULL,"0.00",51
4531,"2024-03-19 15:25:00+01",NULL,"0.00",51
4532,"2024-03-19 15:30:00+01",NULL,"238.92",51
4533,"2024-03-19 15:35:00+01",NULL,"0.00",51
4534,"2024-03-19 15:40:00+01",NULL,"0.00",51
4535,"2024-03-19 15:45:00+01",NULL,"234.26",51
4536,"2024-03-19 15:50:00+01",NULL,"0.00",51
4537,"2024-03-19 15:55:00+01",NULL,"0.00",51
4538,"2024-03-19 16:00:00+01",NULL,"228.60",51
4539,"2024-03-19 16:05:00+01",NULL,"0.00",51
4540,"2024-03-19 16:10:00+01",NULL,"0.00",51
4541,"2024-03-19 16:15:00+01",NULL,"221.45",51
4542,"2024-03-19 16:20:00+01",NULL,"0.00",51
4543,"2024-03-19 16:25:00+01",NULL,"0.00",51
4544,"2024-03-19 16:30:00+01",NULL,"212.48",51
4545,"2024-03-19 16:35:00+01",NULL,"0.00",51
4546,"2024-03-19 16:40:00+01",NULL,"0.00",51
4547,"2024-03-19 16:45:00+01",NULL,"202.45",51
4548,"2024-03-19 16:50:00+01",NULL,"0.00",51
4549,"2024-03-19 16:55:00+01",NULL,"0.00",51
4550,"2024-03-19 17:00:00+01",NULL,"191.54",51
4551,"2024-03-19 17:05:00+01",NULL,"0.00",51
4552,"2024-03-19 17:10:00+01",NULL,"0.00",51
4553,"2024-03-19 17:15:00+01",NULL,"177.84",51
4554,"2024-03-19 17:20:00+01",NULL,"0.00",51
4555,"2024-03-19 17:25:00+01",NULL,"0.00",51
4556,"2024-03-19 17:30:00+01",NULL,"163.77",51
4557,"2024-03-19 17:35:00+01",NULL,"0.00",51
4558,"2024-03-19 17:40:00+01",NULL,"0.00",51
4559,"2024-03-19 17:45:00+01",NULL,"150.13",51
4560,"2024-03-19 17:50:00+01",NULL,"0.00",51
4561,"2024-03-19 17:55:00+01",NULL,"0.00",51
4562,"2024-03-19 18:00:00+01",NULL,"137.02",51
4563,"2024-03-19 18:05:00+01",NULL,"0.00",51
4564,"2024-03-19 18:10:00+01",NULL,"0.00",51
4565,"2024-03-19 18:15:00+01",NULL,"119.75",51
4566,"2024-03-19 18:20:00+01",NULL,"0.00",51
4567,"2024-03-19 18:25:00+01",NULL,"0.00",51
4568,"2024-03-19 18:30:00+01",NULL,"103.02",51
4569,"2024-03-19 18:35:00+01",NULL,"0.00",51
4570,"2024-03-19 18:40:00+01",NULL,"0.00",51
4571,"2024-03-19 18:45:00+01",NULL,"85.55",51
4572,"2024-03-19 18:50:00+01",NULL,"0.00",51
4573,"2024-03-19 18:55:00+01",NULL,"0.00",51
4574,"2024-03-19 19:00:00+01",NULL,"70.40",51
4575,"2024-03-19 19:05:00+01",NULL,"0.00",51
4576,"2024-03-19 19:10:00+01",NULL,"0.00",51
4577,"2024-03-19 19:15:00+01",NULL,"51.93",51
