,Date,Energie (kWh),Centrale,Installation
1870,2023-08-17 22:00:00,0.0,,ATN
1871,2023-08-17 23:00:00,0.0,,ATN
1872,2023-08-18 00:00:00,0.0,,ATN
1873,2023-08-18 01:00:00,0.0,,ATN
1874,2023-08-18 02:00:00,0.0,,ATN
1875,2023-08-18 03:00:00,0.0,,ATN
1876,2023-08-18 04:00:00,0.0,,ATN
1877,2023-08-18 05:00:00,0.0,,ATN
1878,2023-08-18 06:00:00,0.0,,ATN
1879,2023-08-18 07:00:00,40.58,,ATN
1880,2023-08-18 08:00:00,362.17,,ATN
1881,2023-08-18 09:00:00,710.83,,ATN
1882,2023-08-18 10:00:00,857.83,,ATN
1883,2023-08-18 11:00:00,1165.33,,ATN
1884,2023-08-18 12:00:00,1475.0,,ATN
1885,2023-08-18 13:00:00,1539.08,,ATN
1886,2023-08-18 14:00:00,1511.0,,ATN
1887,2023-08-18 15:00:00,1457.42,,ATN
1888,2023-08-18 16:00:00,1223.83,,ATN
1889,2023-08-18 17:00:00,996.5,,ATN
1890,2023-08-18 18:00:00,664.58,,ATN
1891,2023-08-18 19:00:00,197.92,,ATN
1892,2023-08-18 20:00:00,26.75,,ATN
1893,2023-08-18 21:00:00,0.0,,ATN
1894,2023-08-18 22:00:00,0.0,,ATN
1895,2023-08-18 23:00:00,0.0,,ATN
1896,2023-08-19 00:00:00,0.0,,ATN
1897,2023-08-19 01:00:00,0.0,,ATN
1898,2023-08-19 02:00:00,0.0,,ATN
1899,2023-08-19 03:00:00,0.0,,ATN
1900,2023-08-19 04:00:00,0.0,,ATN
1901,2023-08-19 05:00:00,0.0,,ATN
1902,2023-08-19 06:00:00,0.0,,ATN
1903,2023-08-19 07:00:00,61.42,,ATN
1904,2023-08-19 08:00:00,289.58,,ATN
1905,2023-08-19 09:00:00,544.67,,ATN
1906,2023-08-19 10:00:00,1034.92,,ATN
1907,2023-08-19 11:00:00,1317.08,,ATN
1908,2023-08-19 12:00:00,1494.83,,ATN
1909,2023-08-19 13:00:00,1570.08,,ATN
1910,2023-08-19 14:00:00,1544.33,,ATN
1911,2023-08-19 15:00:00,1455.5,,ATN
1912,2023-08-19 16:00:00,1295.08,,ATN
1913,2023-08-19 17:00:00,1017.83,,ATN
1914,2023-08-19 18:00:00,690.58,,ATN
1915,2023-08-19 19:00:00,347.08,,ATN
1916,2023-08-19 20:00:00,43.67,,ATN
1917,2023-08-19 21:00:00,0.0,,ATN
1918,2023-08-19 22:00:00,0.0,,ATN
1919,2023-08-19 23:00:00,0.0,,ATN
1920,2023-08-20 00:00:00,0.0,,ATN
1921,2023-08-20 01:00:00,0.0,,ATN
1922,2023-08-20 02:00:00,0.0,,ATN
1923,2023-08-20 03:00:00,0.0,,ATN
1924,2023-08-20 04:00:00,0.0,,ATN
1925,2023-08-20 05:00:00,0.0,,ATN
1926,2023-08-20 06:00:00,0.0,,ATN
1927,2023-08-20 07:00:00,32.67,,ATN
1928,2023-08-20 08:00:00,281.83,,ATN
1929,2023-08-20 09:00:00,677.67,,ATN
1930,2023-08-20 10:00:00,1040.58,,ATN
1931,2023-08-20 11:00:00,1316.83,,ATN
1932,2023-08-20 12:00:00,1510.58,,ATN
1933,2023-08-20 13:00:00,1566.0,,ATN
1934,2023-08-20 14:00:00,1541.0,,ATN
1935,2023-08-20 15:00:00,1439.92,,ATN
1936,2023-08-20 16:00:00,1273.58,,ATN
1937,2023-08-20 17:00:00,992.08,,ATN
1938,2023-08-20 18:00:00,644.0,,ATN
1939,2023-08-20 19:00:00,287.25,,ATN
1940,2023-08-20 20:00:00,40.08,,ATN
1941,2023-08-20 21:00:00,0.0,,ATN
1942,2023-08-20 22:00:00,0.0,,ATN
1943,2023-08-20 23:00:00,0.0,,ATN
1944,2023-08-21 00:00:00,0.0,,ATN
1945,2023-08-21 01:00:00,0.0,,ATN
1946,2023-08-21 02:00:00,0.0,,ATN
1947,2023-08-21 03:00:00,0.0,,ATN
1948,2023-08-21 04:00:00,0.0,,ATN
1949,2023-08-21 05:00:00,0.0,,ATN
1950,2023-08-21 06:00:00,0.0,,ATN
1951,2023-08-21 07:00:00,33.08,,ATN
1952,2023-08-21 08:00:00,289.25,,ATN
1953,2023-08-21 09:00:00,661.25,,ATN
1954,2023-08-21 10:00:00,1029.17,,ATN
1955,2023-08-21 11:00:00,1301.58,,ATN
1956,2023-08-21 12:00:00,1479.83,,ATN
1957,2023-08-21 13:00:00,1537.17,,ATN
1958,2023-08-21 14:00:00,1506.5,,ATN
1959,2023-08-21 15:00:00,1416.17,,ATN
1960,2023-08-21 16:00:00,1242.42,,ATN
1961,2023-08-21 17:00:00,959.67,,ATN
1962,2023-08-21 18:00:00,617.5,,ATN
1963,2023-08-21 19:00:00,273.25,,ATN
1964,2023-08-21 20:00:00,37.58,,ATN
1965,2023-08-21 21:00:00,0.0,,ATN
1966,2023-08-21 22:00:00,0.0,,ATN
1967,2023-08-21 23:00:00,0.0,,ATN
1968,2023-08-22 00:00:00,0.0,,ATN
1969,2023-08-22 01:00:00,0.0,,ATN
1970,2023-08-22 02:00:00,0.0,,ATN
1971,2023-08-22 03:00:00,0.0,,ATN
1972,2023-08-22 04:00:00,0.0,,ATN
1973,2023-08-22 05:00:00,0.0,,ATN
1974,2023-08-22 06:00:00,0.0,,ATN
1975,2023-08-22 07:00:00,32.0,,ATN
1976,2023-08-22 08:00:00,274.0,,ATN
1977,2023-08-22 09:00:00,642.5,,ATN
1978,2023-08-22 10:00:00,1009.92,,ATN
1979,2023-08-22 11:00:00,1282.0,,ATN
1980,2023-08-22 12:00:00,1457.33,,ATN
1981,2023-08-22 13:00:00,1524.58,,ATN
1982,2023-08-22 14:00:00,1493.75,,ATN
1983,2023-08-22 15:00:00,1392.75,,ATN
1984,2023-08-22 16:00:00,1212.08,,ATN
1985,2023-08-22 17:00:00,927.17,,ATN
1986,2023-08-22 18:00:00,594.67,,ATN
1987,2023-08-22 19:00:00,260.75,,ATN
1988,2023-08-22 20:00:00,34.92,,ATN
1989,2023-08-22 21:00:00,0.0,,ATN
1990,2023-08-22 22:00:00,0.0,,ATN
1991,2023-08-22 23:00:00,0.0,,ATN
1992,2023-08-23 00:00:00,0.0,,ATN
1993,2023-08-23 01:00:00,0.0,,ATN
1994,2023-08-23 02:00:00,0.0,,ATN
1995,2023-08-23 03:00:00,0.0,,ATN
1996,2023-08-23 04:00:00,0.0,,ATN
1997,2023-08-23 05:00:00,0.0,,ATN
1998,2023-08-23 06:00:00,0.0,,ATN
1999,2023-08-23 07:00:00,34.75,,ATN
2000,2023-08-23 08:00:00,270.33,,ATN
2001,2023-08-23 09:00:00,628.5,,ATN
2002,2023-08-23 10:00:00,987.42,,ATN
2003,2023-08-23 11:00:00,1265.58,,ATN
2004,2023-08-23 12:00:00,1443.5,,ATN
2005,2023-08-23 13:00:00,1498.58,,ATN
2006,2023-08-23 14:00:00,1468.83,,ATN
2007,2023-08-23 15:00:00,1384.0,,ATN
2008,2023-08-23 16:00:00,1213.5,,ATN
2009,2023-08-23 17:00:00,938.42,,ATN
2010,2023-08-23 18:00:00,583.33,,ATN
2011,2023-08-23 19:00:00,254.5,,ATN
2012,2023-08-23 20:00:00,32.42,,ATN
2013,2023-08-23 21:00:00,0.0,,ATN
2014,2023-08-23 22:00:00,0.0,,ATN
2015,2023-08-23 23:00:00,0.0,,ATN
2016,2023-08-24 00:00:00,0.0,,ATN
2017,2023-08-24 01:00:00,0.0,,ATN
2018,2023-08-24 02:00:00,0.0,,ATN
2019,2023-08-24 03:00:00,0.0,,ATN
2020,2023-08-24 04:00:00,0.0,,ATN
2021,2023-08-24 05:00:00,0.0,,ATN
2022,2023-08-24 06:00:00,0.0,,ATN
2023,2023-08-24 07:00:00,29.75,,ATN
2024,2023-08-24 08:00:00,260.75,,ATN
2025,2023-08-24 09:00:00,631.67,,ATN
2026,2023-08-24 10:00:00,999.25,,ATN
2027,2023-08-24 11:00:00,1272.5,,ATN
2028,2023-08-24 12:00:00,1450.17,,ATN
2029,2023-08-24 13:00:00,1498.42,,ATN
2030,2023-08-24 14:00:00,1471.67,,ATN
2031,2023-08-24 15:00:00,1396.92,,ATN
2032,2023-08-24 16:00:00,1208.58,,ATN
2033,2023-08-24 17:00:00,910.75,,ATN
2034,2023-08-24 18:00:00,573.75,,ATN
2035,2023-08-24 19:00:00,119.92,,ATN
2036,2023-08-24 20:00:00,43.25,,ATN
2037,2023-08-24 21:00:00,0.0,,ATN
2038,2023-08-24 22:00:00,0.0,,ATN
2039,2023-08-24 23:00:00,0.0,,ATN
2040,2023-08-25 00:00:00,0.0,,ATN
2041,2023-08-25 01:00:00,0.0,,ATN
2042,2023-08-25 02:00:00,0.0,,ATN
2043,2023-08-25 03:00:00,0.0,,ATN
2044,2023-08-25 04:00:00,0.0,,ATN
2045,2023-08-25 05:00:00,0.0,,ATN
2046,2023-08-25 06:00:00,0.0,,ATN
2047,2023-08-25 07:00:00,3.0,,ATN
2048,2023-08-25 08:00:00,78.58,,ATN
2049,2023-08-25 09:00:00,172.0,,ATN
2050,2023-08-25 10:00:00,319.08,,ATN
2051,2023-08-25 11:00:00,942.83,,ATN
2052,2023-08-25 12:00:00,954.42,,ATN
2053,2023-08-25 13:00:00,563.33,,ATN
2054,2023-08-25 14:00:00,656.25,,ATN
2055,2023-08-25 15:00:00,758.5,,ATN
2056,2023-08-25 16:00:00,925.58,,ATN
2057,2023-08-25 17:00:00,1046.08,,ATN
2058,2023-08-25 18:00:00,659.33,,ATN
2059,2023-08-25 19:00:00,245.67,,ATN
2060,2023-08-25 20:00:00,27.0,,ATN
2061,2023-08-25 21:00:00,0.0,,ATN
2062,2023-08-25 22:00:00,0.0,,ATN
2063,2023-08-25 23:00:00,0.0,,ATN
2064,2023-08-26 00:00:00,0.0,,ATN
2065,2023-08-26 01:00:00,0.0,,ATN
2066,2023-08-26 02:00:00,0.0,,ATN
2067,2023-08-26 03:00:00,0.0,,ATN
2068,2023-08-26 04:00:00,0.0,,ATN
2069,2023-08-26 05:00:00,0.0,,ATN
2070,2023-08-26 06:00:00,0.0,,ATN
2071,2023-08-26 07:00:00,7.5,,ATN
2072,2023-08-26 08:00:00,94.33,,ATN
2073,2023-08-26 09:00:00,266.33,,ATN
2074,2023-08-26 10:00:00,618.83,,ATN
2075,2023-08-26 11:00:00,1002.58,,ATN
2076,2023-08-26 12:00:00,1095.17,,ATN
2077,2023-08-26 13:00:00,833.17,,ATN
2078,2023-08-26 14:00:00,982.5,,ATN
2079,2023-08-26 15:00:00,1401.5,,ATN
2080,2023-08-26 16:00:00,796.0,,ATN
2081,2023-08-26 17:00:00,346.17,,ATN
2082,2023-08-26 18:00:00,124.33,,ATN
2083,2023-08-26 19:00:00,85.08,,ATN
2084,2023-08-26 20:00:00,5.67,,ATN
2085,2023-08-26 21:00:00,0.0,,ATN
2086,2023-08-26 22:00:00,0.0,,ATN
2087,2023-08-26 23:00:00,0.0,,ATN
2088,2023-08-27 00:00:00,0.0,,ATN
2089,2023-08-27 01:00:00,0.0,,ATN
2090,2023-08-27 02:00:00,0.0,,ATN
2091,2023-08-27 03:00:00,0.0,,ATN
2092,2023-08-27 04:00:00,0.0,,ATN
2093,2023-08-27 05:00:00,0.0,,ATN
2094,2023-08-27 06:00:00,0.0,,ATN
2095,2023-08-27 07:00:00,14.0,,ATN
2096,2023-08-27 08:00:00,154.25,,ATN
2097,2023-08-27 09:00:00,359.5,,ATN
2098,2023-08-27 10:00:00,1039.33,,ATN
2099,2023-08-27 11:00:00,1100.83,,ATN
2100,2023-08-27 12:00:00,868.33,,ATN
2101,2023-08-27 13:00:00,1352.5,,ATN
2102,2023-08-27 14:00:00,1403.17,,ATN
2103,2023-08-27 15:00:00,1366.33,,ATN
2104,2023-08-27 16:00:00,1278.75,,ATN
2105,2023-08-27 17:00:00,630.17,,ATN
2106,2023-08-27 18:00:00,262.58,,ATN
2107,2023-08-27 19:00:00,254.25,,ATN
2108,2023-08-27 20:00:00,39.0,,ATN
2109,2023-08-27 21:00:00,0.0,,ATN
2110,2023-08-27 22:00:00,0.0,,ATN
2111,2023-08-27 23:00:00,0.0,,ATN
2112,2023-08-28 00:00:00,0.0,,ATN
2113,2023-08-28 01:00:00,0.0,,ATN
2114,2023-08-28 02:00:00,0.0,,ATN
2115,2023-08-28 03:00:00,0.0,,ATN
2116,2023-08-28 04:00:00,0.0,,ATN
2117,2023-08-28 05:00:00,0.0,,ATN
2118,2023-08-28 06:00:00,0.0,,ATN
2119,2023-08-28 07:00:00,4.83,,ATN
2120,2023-08-28 08:00:00,111.92,,ATN
2121,2023-08-28 09:00:00,312.33,,ATN
2122,2023-08-28 10:00:00,603.58,,ATN
2123,2023-08-28 11:00:00,882.67,,ATN
2124,2023-08-28 12:00:00,1351.67,,ATN
2125,2023-08-28 13:00:00,1383.75,,ATN
2126,2023-08-28 14:00:00,1579.08,,ATN
2127,2023-08-28 15:00:00,1453.17,,ATN
2128,2023-08-28 16:00:00,1074.25,,ATN
2129,2023-08-28 17:00:00,990.58,,ATN
2130,2023-08-28 18:00:00,571.08,,ATN
2131,2023-08-28 19:00:00,242.17,,ATN
2132,2023-08-28 20:00:00,23.5,,ATN
2133,2023-08-28 21:00:00,0.0,,ATN
2134,2023-08-28 22:00:00,0.0,,ATN
2135,2023-08-28 23:00:00,0.0,,ATN
2136,2023-08-29 00:00:00,0.0,,ATN
2137,2023-08-29 01:00:00,0.0,,ATN
2138,2023-08-29 02:00:00,0.0,,ATN
2139,2023-08-29 03:00:00,0.0,,ATN
2140,2023-08-29 04:00:00,0.0,,ATN
2141,2023-08-29 05:00:00,0.0,,ATN
2142,2023-08-29 06:00:00,0.0,,ATN
2143,2023-08-29 07:00:00,24.17,,ATN
2144,2023-08-29 08:00:00,223.17,,ATN
2145,2023-08-29 09:00:00,663.58,,ATN
2146,2023-08-29 10:00:00,906.67,,ATN
2147,2023-08-29 11:00:00,718.67,,ATN
2148,2023-08-29 12:00:00,1187.75,,ATN
2149,2023-08-29 13:00:00,1025.08,,ATN
2150,2023-08-29 14:00:00,932.33,,ATN
2151,2023-08-29 15:00:00,1022.58,,ATN
2152,2023-08-29 16:00:00,625.67,,ATN
2153,2023-08-29 17:00:00,506.67,,ATN
2154,2023-08-29 18:00:00,367.83,,ATN
2155,2023-08-29 19:00:00,157.25,,ATN
2156,2023-08-29 20:00:00,18.08,,ATN
2157,2023-08-29 21:00:00,0.0,,ATN
2158,2023-08-29 22:00:00,0.0,,ATN
2159,2023-08-29 23:00:00,0.0,,ATN
2160,2023-08-30 00:00:00,0.0,,ATN
2161,2023-08-30 01:00:00,0.0,,ATN
2162,2023-08-30 02:00:00,0.0,,ATN
2163,2023-08-30 03:00:00,0.0,,ATN
2164,2023-08-30 04:00:00,0.0,,ATN
2165,2023-08-30 05:00:00,0.0,,ATN
2166,2023-08-30 06:00:00,0.0,,ATN
2167,2023-08-30 07:00:00,12.58,,ATN
2168,2023-08-30 08:00:00,159.58,,ATN
2169,2023-08-30 09:00:00,434.67,,ATN
2170,2023-08-30 10:00:00,715.83,,ATN
2171,2023-08-30 11:00:00,429.67,,ATN
2172,2023-08-30 12:00:00,1435.67,,ATN
2173,2023-08-30 13:00:00,1570.58,,ATN
2174,2023-08-30 14:00:00,1275.5,,ATN
2175,2023-08-30 15:00:00,791.25,,ATN
2176,2023-08-30 16:00:00,603.17,,ATN
2177,2023-08-30 17:00:00,418.58,,ATN
2178,2023-08-30 18:00:00,228.5,,ATN
2179,2023-08-30 19:00:00,108.83,,ATN
2180,2023-08-30 20:00:00,13.75,,ATN
2181,2023-08-30 21:00:00,0.0,,ATN
2182,2023-08-30 22:00:00,0.0,,ATN
2183,2023-08-30 23:00:00,0.0,,ATN
2184,2023-08-31 00:00:00,0.0,,ATN
2185,2023-08-31 01:00:00,0.0,,ATN
2186,2023-08-31 02:00:00,0.0,,ATN
2187,2023-08-31 03:00:00,0.0,,ATN
2188,2023-08-31 04:00:00,0.0,,ATN
2189,2023-08-31 05:00:00,0.0,,ATN
2190,2023-08-31 06:00:00,0.0,,ATN
2191,2023-08-31 07:00:00,15.25,,ATN
2192,2023-08-31 08:00:00,221.58,,ATN
2193,2023-08-31 09:00:00,629.0,,ATN
2194,2023-08-31 10:00:00,1050.42,,ATN
2195,2023-08-31 11:00:00,1217.92,,ATN
2196,2023-08-31 12:00:00,1410.5,,ATN
2197,2023-08-31 13:00:00,1228.17,,ATN
2198,2023-08-31 14:00:00,786.25,,ATN
2199,2023-08-31 15:00:00,687.42,,ATN
2200,2023-08-31 16:00:00,397.17,,ATN
2201,2023-08-31 17:00:00,304.42,,ATN
2202,2023-08-31 18:00:00,136.75,,ATN
2203,2023-08-31 19:00:00,218.75,,ATN
2204,2023-08-31 20:00:00,14.67,,ATN
2205,2023-08-31 21:00:00,0.0,,ATN
2206,2023-08-31 22:00:00,0.0,,ATN
2207,2023-08-31 23:00:00,0.0,,ATN
2208,2023-09-01 00:00:00,0.0,,ATN
2209,2023-09-01 01:00:00,0.0,,ATN
2210,2023-09-01 02:00:00,0.0,,ATN
2211,2023-09-01 03:00:00,0.0,,ATN
2212,2023-09-01 04:00:00,0.0,,ATN
2213,2023-09-01 05:00:00,0.0,,ATN
2214,2023-09-01 06:00:00,0.0,,ATN
2215,2023-09-01 07:00:00,9.58,,ATN
2216,2023-09-01 08:00:00,173.0,,ATN
2217,2023-09-01 09:00:00,630.67,,ATN
2218,2023-09-01 10:00:00,1024.08,,ATN
2219,2023-09-01 11:00:00,1315.08,,ATN
2220,2023-09-01 12:00:00,1515.58,,ATN
2221,2023-09-01 13:00:00,1584.58,,ATN
2222,2023-09-01 14:00:00,1554.08,,ATN
2223,2023-09-01 15:00:00,1430.0,,ATN
2224,2023-09-01 16:00:00,1212.58,,ATN
2225,2023-09-01 17:00:00,918.0,,ATN
2226,2023-09-01 18:00:00,572.17,,ATN
2227,2023-09-01 19:00:00,170.17,,ATN
2228,2023-09-01 20:00:00,17.25,,ATN
2229,2023-09-01 21:00:00,0.0,,ATN
2230,2023-09-01 22:00:00,0.0,,ATN
2231,2023-09-01 23:00:00,0.0,,ATN
2232,2023-09-02 00:00:00,0.0,,ATN
2233,2023-09-02 01:00:00,0.0,,ATN
2234,2023-09-02 02:00:00,0.0,,ATN
2235,2023-09-02 03:00:00,0.0,,ATN
2236,2023-09-02 04:00:00,0.0,,ATN
2237,2023-09-02 05:00:00,0.0,,ATN
2238,2023-09-02 06:00:00,0.0,,ATN
2239,2023-09-02 07:00:00,5.42,,ATN
2240,2023-09-02 08:00:00,252.67,,ATN
2241,2023-09-02 09:00:00,663.17,,ATN
2242,2023-09-02 10:00:00,673.0,,ATN
2243,2023-09-02 11:00:00,1185.92,,ATN
2244,2023-09-02 12:00:00,1327.08,,ATN
2245,2023-09-02 13:00:00,945.0,,ATN
2246,2023-09-02 14:00:00,704.58,,ATN
2247,2023-09-02 15:00:00,832.5,,ATN
2248,2023-09-02 16:00:00,742.0,,ATN
2249,2023-09-02 17:00:00,563.42,,ATN
2250,2023-09-02 18:00:00,221.0,,ATN
2251,2023-09-02 19:00:00,82.0,,ATN
2252,2023-09-02 20:00:00,5.67,,ATN
2253,2023-09-02 21:00:00,0.0,,ATN
2254,2023-09-02 22:00:00,0.0,,ATN
2255,2023-09-02 23:00:00,0.0,,ATN
2256,2023-09-03 00:00:00,0.0,,ATN
2257,2023-09-03 01:00:00,0.0,,ATN
2258,2023-09-03 02:00:00,0.0,,ATN
2259,2023-09-03 03:00:00,0.0,,ATN
2260,2023-09-03 04:00:00,0.0,,ATN
2261,2023-09-03 05:00:00,0.0,,ATN
2262,2023-09-03 06:00:00,0.0,,ATN
2263,2023-09-03 07:00:00,14.25,,ATN
2264,2023-09-03 08:00:00,148.67,,ATN
2265,2023-09-03 09:00:00,398.5,,ATN
2266,2023-09-03 10:00:00,770.25,,ATN
2267,2023-09-03 11:00:00,1304.67,,ATN
2268,2023-09-03 12:00:00,1291.5,,ATN
2269,2023-09-03 13:00:00,1191.33,,ATN
2270,2023-09-03 14:00:00,1474.83,,ATN
2271,2023-09-03 15:00:00,1395.08,,ATN
2272,2023-09-03 16:00:00,1139.5,,ATN
2273,2023-09-03 17:00:00,607.58,,ATN
2274,2023-09-03 18:00:00,523.42,,ATN
2275,2023-09-03 19:00:00,231.17,,ATN
2276,2023-09-03 20:00:00,21.67,,ATN
2277,2023-09-03 21:00:00,0.0,,ATN
2278,2023-09-03 22:00:00,0.0,,ATN
2279,2023-09-03 23:00:00,0.0,,ATN
2280,2023-09-04 00:00:00,0.0,,ATN
2281,2023-09-04 01:00:00,0.0,,ATN
2282,2023-09-04 02:00:00,0.0,,ATN
2283,2023-09-04 03:00:00,0.0,,ATN
2284,2023-09-04 04:00:00,0.0,,ATN
2285,2023-09-04 05:00:00,0.0,,ATN
2286,2023-09-04 06:00:00,0.0,,ATN
2287,2023-09-04 07:00:00,23.58,,ATN
2288,2023-09-04 08:00:00,215.92,,ATN
2289,2023-09-04 09:00:00,481.75,,ATN
2290,2023-09-04 10:00:00,738.92,,ATN
2291,2023-09-04 11:00:00,1015.0,,ATN
2292,2023-09-04 12:00:00,1239.25,,ATN
2293,2023-09-04 13:00:00,1338.17,,ATN
2294,2023-09-04 14:00:00,1340.67,,ATN
2295,2023-09-04 15:00:00,1233.58,,ATN
2296,2023-09-04 16:00:00,1011.08,,ATN
2297,2023-09-04 17:00:00,768.67,,ATN
2298,2023-09-04 18:00:00,449.67,,ATN
2299,2023-09-04 19:00:00,158.5,,ATN
2300,2023-09-04 20:00:00,9.58,,ATN
2301,2023-09-04 21:00:00,0.0,,ATN
2302,2023-09-04 22:00:00,0.0,,ATN
2303,2023-09-04 23:00:00,0.0,,ATN
2304,2023-09-05 00:00:00,0.0,,ATN
2305,2023-09-05 01:00:00,0.0,,ATN
2306,2023-09-05 02:00:00,0.0,,ATN
2307,2023-09-05 03:00:00,0.0,,ATN
2308,2023-09-05 04:00:00,0.0,,ATN
2309,2023-09-05 05:00:00,0.0,,ATN
2310,2023-09-05 06:00:00,0.0,,ATN
2311,2023-09-05 07:00:00,13.58,,ATN
2312,2023-09-05 08:00:00,168.33,,ATN
2313,2023-09-05 09:00:00,444.17,,ATN
2314,2023-09-05 10:00:00,758.75,,ATN
2315,2023-09-05 11:00:00,1057.33,,ATN
2316,2023-09-05 12:00:00,1283.67,,ATN
2317,2023-09-05 13:00:00,1408.67,,ATN
2318,2023-09-05 14:00:00,1414.58,,ATN
2319,2023-09-05 15:00:00,1322.42,,ATN
2320,2023-09-05 16:00:00,1120.08,,ATN
2321,2023-09-05 17:00:00,825.42,,ATN
2322,2023-09-05 18:00:00,509.42,,ATN
2323,2023-09-05 19:00:00,221.25,,ATN
2324,2023-09-05 20:00:00,20.92,,ATN
2325,2023-09-05 21:00:00,0.0,,ATN
2326,2023-09-05 22:00:00,0.0,,ATN
2327,2023-09-05 23:00:00,0.0,,ATN
2328,2023-09-06 00:00:00,0.0,,ATN
2329,2023-09-06 01:00:00,0.0,,ATN
2330,2023-09-06 02:00:00,0.0,,ATN
2331,2023-09-06 03:00:00,0.0,,ATN
2332,2023-09-06 04:00:00,0.0,,ATN
2333,2023-09-06 05:00:00,0.0,,ATN
2334,2023-09-06 06:00:00,0.0,,ATN
2335,2023-09-06 07:00:00,9.08,,ATN
2336,2023-09-06 08:00:00,141.33,,ATN
2337,2023-09-06 09:00:00,380.92,,ATN
2338,2023-09-06 10:00:00,761.67,,ATN
2339,2023-09-06 11:00:00,1102.67,,ATN
2340,2023-09-06 12:00:00,1261.08,,ATN
2341,2023-09-06 13:00:00,1380.0,,ATN
2342,2023-09-06 14:00:00,850.17,,ATN
2343,2023-09-06 15:00:00,1163.08,,ATN
2344,2023-09-06 16:00:00,1025.83,,ATN
2345,2023-09-06 17:00:00,735.5,,ATN
2346,2023-09-06 18:00:00,417.58,,ATN
2347,2023-09-06 19:00:00,130.75,,ATN
2348,2023-09-06 20:00:00,6.67,,ATN
2349,2023-09-06 21:00:00,0.0,,ATN
2350,2023-09-06 22:00:00,0.0,,ATN
2351,2023-09-06 23:00:00,0.0,,ATN
2352,2023-09-07 00:00:00,0.0,,ATN
2353,2023-09-07 01:00:00,0.0,,ATN
2354,2023-09-07 02:00:00,0.0,,ATN
2355,2023-09-07 03:00:00,0.0,,ATN
2356,2023-09-07 04:00:00,0.0,,ATN
2357,2023-09-07 05:00:00,0.0,,ATN
2358,2023-09-07 06:00:00,0.0,,ATN
2359,2023-09-07 07:00:00,19.92,,ATN
2360,2023-09-07 08:00:00,208.5,,ATN
2361,2023-09-07 09:00:00,553.0,,ATN
2362,2023-09-07 10:00:00,924.17,,ATN
2363,2023-09-07 11:00:00,1210.92,,ATN
2364,2023-09-07 12:00:00,1391.0,,ATN
2365,2023-09-07 13:00:00,1467.58,,ATN
2366,2023-09-07 14:00:00,1368.17,,ATN
2367,2023-09-07 15:00:00,1101.5,,ATN
2368,2023-09-07 16:00:00,1031.58,,ATN
2369,2023-09-07 17:00:00,575.17,,ATN
2370,2023-09-07 18:00:00,168.5,,ATN
2371,2023-09-07 19:00:00,106.92,,ATN
2372,2023-09-07 20:00:00,7.33,,ATN
2373,2023-09-07 21:00:00,0.0,,ATN
2374,2023-09-07 22:00:00,0.0,,ATN
2375,2023-09-07 23:00:00,0.0,,ATN
2376,2023-09-08 00:00:00,0.0,,ATN
2377,2023-09-08 01:00:00,0.0,,ATN
2378,2023-09-08 02:00:00,0.0,,ATN
2379,2023-09-08 03:00:00,0.0,,ATN
2380,2023-09-08 04:00:00,0.0,,ATN
2381,2023-09-08 05:00:00,0.0,,ATN
2382,2023-09-08 06:00:00,0.0,,ATN
2383,2023-09-08 07:00:00,18.42,,ATN
2384,2023-09-08 08:00:00,117.0,,ATN
2385,2023-09-08 09:00:00,508.08,,ATN
2386,2023-09-08 10:00:00,871.5,,ATN
2387,2023-09-08 11:00:00,1205.17,,ATN
2388,2023-09-08 12:00:00,1421.92,,ATN
2389,2023-09-08 13:00:00,1478.17,,ATN
2390,2023-09-08 14:00:00,1352.25,,ATN
2391,2023-09-08 15:00:00,1308.08,,ATN
2392,2023-09-08 16:00:00,1104.25,,ATN
2393,2023-09-08 17:00:00,785.33,,ATN
2394,2023-09-08 18:00:00,436.33,,ATN
2395,2023-09-08 19:00:00,132.83,,ATN
2396,2023-09-08 20:00:00,5.75,,ATN
2397,2023-09-08 21:00:00,0.0,,ATN
2398,2023-09-08 22:00:00,0.0,,ATN
2399,2023-09-08 23:00:00,0.0,,ATN
2400,2023-09-09 00:00:00,0.0,,ATN
2401,2023-09-09 01:00:00,0.0,,ATN
2402,2023-09-09 02:00:00,0.0,,ATN
2403,2023-09-09 03:00:00,0.0,,ATN
2404,2023-09-09 04:00:00,0.0,,ATN
2405,2023-09-09 05:00:00,0.0,,ATN
2406,2023-09-09 06:00:00,0.0,,ATN
2407,2023-09-09 07:00:00,11.08,,ATN
2408,2023-09-09 08:00:00,177.42,,ATN
2409,2023-09-09 09:00:00,541.58,,ATN
2410,2023-09-09 10:00:00,930.75,,ATN
2411,2023-09-09 11:00:00,1228.58,,ATN
2412,2023-09-09 12:00:00,1422.08,,ATN
2413,2023-09-09 13:00:00,1479.92,,ATN
2414,2023-09-09 14:00:00,1437.5,,ATN
2415,2023-09-09 15:00:00,1323.67,,ATN
2416,2023-09-09 16:00:00,1104.0,,ATN
2417,2023-09-09 17:00:00,757.67,,ATN
2418,2023-09-09 18:00:00,451.33,,ATN
2419,2023-09-09 19:00:00,115.58,,ATN
2420,2023-09-09 20:00:00,3.25,,ATN
2421,2023-09-09 21:00:00,0.0,,ATN
2422,2023-09-09 22:00:00,0.0,,ATN
2423,2023-09-09 23:00:00,0.0,,ATN
