﻿Installation,ID client,Date,Courbe de charge (kWh)
JADAS,P000993,2023-06-06 00:00:00,0.00
JADAS,P000993,2023-06-06 01:00:00,0.00
JADAS,P000993,2023-06-06 02:00:00,0.00
JADAS,P000993,2023-06-06 03:00:00,0.00
JADAS,P000993,2023-06-06 04:00:00,0.00
JADAS,P000993,2023-06-06 05:00:00,0.00
JADAS,P000993,2023-06-06 06:00:00,18.92
JADAS,P000993,2023-06-06 07:00:00,138.25
JADAS,P000993,2023-06-06 08:00:00,466.83
JADAS,P000993,2023-06-06 09:00:00,813.00
JADAS,P000993,2023-06-06 10:00:00,1403.33
JADAS,P000993,2023-06-06 11:00:00,1779.67
JADAS,P000993,2023-06-06 12:00:00,1772.58
JADAS,P000993,2023-06-06 13:00:00,2217.58
JADAS,P000993,2023-06-06 14:00:00,1114.17
JADAS,P000993,2023-06-06 15:00:00,56.75
JADAS,P000993,2023-06-06 16:00:00,45.75
JADAS,P000993,2023-06-06 17:00:00,426.67
JADAS,P000993,2023-06-06 18:00:00,1074.00
JADAS,P000993,2023-06-06 19:00:00,580.67
JADAS,P000993,2023-06-06 20:00:00,120.75
JADAS,P000993,2023-06-06 21:00:00,13.50
JADAS,P000993,2023-06-06 22:00:00,0.00
JADAS,P000993,2023-06-06 23:00:00,0.00
JADAS,P000993,2023-06-07 00:00:00,0.00
JADAS,P000993,2023-06-07 01:00:00,0.00
JADAS,P000993,2023-06-07 02:00:00,0.00
JADAS,P000993,2023-06-07 03:00:00,0.00
JADAS,P000993,2023-06-07 04:00:00,0.00
JADAS,P000993,2023-06-07 05:00:00,0.00
JADAS,P000993,2023-06-07 06:00:00,13.58
JADAS,P000993,2023-06-07 07:00:00,93.67
JADAS,P000993,2023-06-07 08:00:00,396.25
JADAS,P000993,2023-06-07 09:00:00,945.58
JADAS,P000993,2023-06-07 10:00:00,1314.83
JADAS,P000993,2023-06-07 11:00:00,1740.17
JADAS,P000993,2023-06-07 12:00:00,1985.17
JADAS,P000993,2023-06-07 13:00:00,2115.00
JADAS,P000993,2023-06-07 14:00:00,1904.00
JADAS,P000993,2023-06-07 15:00:00,1606.00
JADAS,P000993,2023-06-07 16:00:00,1151.25
JADAS,P000993,2023-06-07 17:00:00,720.25
JADAS,P000993,2023-06-07 18:00:00,609.67
JADAS,P000993,2023-06-07 19:00:00,353.58
JADAS,P000993,2023-06-07 20:00:00,141.92
JADAS,P000993,2023-06-07 21:00:00,21.67
JADAS,P000993,2023-06-07 22:00:00,0.00
JADAS,P000993,2023-06-07 23:00:00,0.00
JADAS,P000993,2023-06-08 00:00:00,0.00
JADAS,P000993,2023-06-08 01:00:00,0.00
JADAS,P000993,2023-06-08 02:00:00,0.00
JADAS,P000993,2023-06-08 03:00:00,0.00
JADAS,P000993,2023-06-08 04:00:00,0.00
JADAS,P000993,2023-06-08 05:00:00,0.00
JADAS,P000993,2023-06-08 06:00:00,20.08
JADAS,P000993,2023-06-08 07:00:00,128.08
JADAS,P000993,2023-06-08 08:00:00,216.33
JADAS,P000993,2023-06-08 09:00:00,922.08
JADAS,P000993,2023-06-08 10:00:00,1426.08
JADAS,P000993,2023-06-08 11:00:00,1623.33
JADAS,P000993,2023-06-08 12:00:00,1798.08
JADAS,P000993,2023-06-08 13:00:00,1324.75
JADAS,P000993,2023-06-08 14:00:00,1314.00
JADAS,P000993,2023-06-08 15:00:00,1073.83
JADAS,P000993,2023-06-08 16:00:00,772.75
JADAS,P000993,2023-06-08 17:00:00,1057.75
JADAS,P000993,2023-06-08 18:00:00,773.42
JADAS,P000993,2023-06-08 19:00:00,421.58
JADAS,P000993,2023-06-08 20:00:00,158.92
JADAS,P000993,2023-06-08 21:00:00,31.75
JADAS,P000993,2023-06-08 22:00:00,0.00
JADAS,P000993,2023-06-08 23:00:00,0.00
JADAS,P000993,2023-06-09 00:00:00,0.00
JADAS,P000993,2023-06-09 01:00:00,0.00
JADAS,P000993,2023-06-09 02:00:00,0.00
JADAS,P000993,2023-06-09 03:00:00,0.00
JADAS,P000993,2023-06-09 04:00:00,0.00
JADAS,P000993,2023-06-09 05:00:00,0.00
JADAS,P000993,2023-06-09 06:00:00,8.17
JADAS,P000993,2023-06-09 07:00:00,89.33
JADAS,P000993,2023-06-09 08:00:00,192.75
JADAS,P000993,2023-06-09 09:00:00,268.33
JADAS,P000993,2023-06-09 10:00:00,48.42
JADAS,P000993,2023-06-09 11:00:00,85.83
JADAS,P000993,2023-06-09 12:00:00,694.83
JADAS,P000993,2023-06-09 13:00:00,380.17
JADAS,P000993,2023-06-09 14:00:00,1165.42
JADAS,P000993,2023-06-09 15:00:00,1944.08
JADAS,P000993,2023-06-09 16:00:00,1651.25
JADAS,P000993,2023-06-09 17:00:00,620.50
JADAS,P000993,2023-06-09 18:00:00,526.17
JADAS,P000993,2023-06-09 19:00:00,575.25
JADAS,P000993,2023-06-09 20:00:00,159.50
JADAS,P000993,2023-06-09 21:00:00,16.25
JADAS,P000993,2023-06-09 22:00:00,0.00
JADAS,P000993,2023-06-09 23:00:00,0.00
JADAS,P000993,2023-06-10 00:00:00,0.00
JADAS,P000993,2023-06-10 01:00:00,0.00
JADAS,P000993,2023-06-10 02:00:00,0.00
JADAS,P000993,2023-06-10 03:00:00,0.00
JADAS,P000993,2023-06-10 04:00:00,0.00
JADAS,P000993,2023-06-10 05:00:00,0.00
JADAS,P000993,2023-06-10 06:00:00,2.08
JADAS,P000993,2023-06-10 07:00:00,97.83
JADAS,P000993,2023-06-10 08:00:00,273.00
JADAS,P000993,2023-06-10 09:00:00,641.33
JADAS,P000993,2023-06-10 10:00:00,1128.00
JADAS,P000993,2023-06-10 11:00:00,1564.25
JADAS,P000993,2023-06-10 12:00:00,1640.92
JADAS,P000993,2023-06-10 13:00:00,1799.33
JADAS,P000993,2023-06-10 14:00:00,1362.25
JADAS,P000993,2023-06-10 15:00:00,1910.92
JADAS,P000993,2023-06-10 16:00:00,1733.42
JADAS,P000993,2023-06-10 17:00:00,820.17
JADAS,P000993,2023-06-10 18:00:00,535.92
JADAS,P000993,2023-06-10 19:00:00,392.08
JADAS,P000993,2023-06-10 20:00:00,199.50
JADAS,P000993,2023-06-10 21:00:00,27.00
JADAS,P000993,2023-06-10 22:00:00,0.00
JADAS,P000993,2023-06-10 23:00:00,0.00
JADAS,P000993,2023-06-11 00:00:00,0.00
JADAS,P000993,2023-06-11 01:00:00,0.00
JADAS,P000993,2023-06-11 02:00:00,0.00
JADAS,P000993,2023-06-11 03:00:00,0.00
JADAS,P000993,2023-06-11 04:00:00,0.00
JADAS,P000993,2023-06-11 05:00:00,0.00
JADAS,P000993,2023-06-11 06:00:00,9.00
JADAS,P000993,2023-06-11 07:00:00,79.92
JADAS,P000993,2023-06-11 08:00:00,414.58
JADAS,P000993,2023-06-11 09:00:00,895.83
JADAS,P000993,2023-06-11 10:00:00,1402.00
JADAS,P000993,2023-06-11 11:00:00,1590.67
JADAS,P000993,2023-06-11 12:00:00,1843.83
JADAS,P000993,2023-06-11 13:00:00,1971.08
JADAS,P000993,2023-06-11 14:00:00,1842.17
JADAS,P000993,2023-06-11 15:00:00,1884.83
JADAS,P000993,2023-06-11 16:00:00,1549.42
JADAS,P000993,2023-06-11 17:00:00,1134.75
JADAS,P000993,2023-06-11 18:00:00,768.75
JADAS,P000993,2023-06-11 19:00:00,577.00
JADAS,P000993,2023-06-11 20:00:00,166.00
JADAS,P000993,2023-06-11 21:00:00,17.67
JADAS,P000993,2023-06-11 22:00:00,0.00
JADAS,P000993,2023-06-11 23:00:00,0.00
JADAS,P000993,2023-06-12 00:00:00,0.00
JADAS,P000993,2023-06-12 01:00:00,0.00
JADAS,P000993,2023-06-12 02:00:00,0.00
JADAS,P000993,2023-06-12 03:00:00,0.00
JADAS,P000993,2023-06-12 04:00:00,0.00
JADAS,P000993,2023-06-12 05:00:00,0.00
JADAS,P000993,2023-06-12 06:00:00,23.25
JADAS,P000993,2023-06-12 07:00:00,126.33
JADAS,P000993,2023-06-12 08:00:00,368.67
JADAS,P000993,2023-06-12 09:00:00,575.75
JADAS,P000993,2023-06-12 10:00:00,1044.50
JADAS,P000993,2023-06-12 11:00:00,952.08
JADAS,P000993,2023-06-12 12:00:00,885.33
JADAS,P000993,2023-06-12 13:00:00,613.42
JADAS,P000993,2023-06-12 14:00:00,310.25
JADAS,P000993,2023-06-12 15:00:00,633.92
JADAS,P000993,2023-06-12 16:00:00,802.08
JADAS,P000993,2023-06-12 17:00:00,1086.17
JADAS,P000993,2023-06-12 18:00:00,863.25
JADAS,P000993,2023-06-12 19:00:00,414.42
JADAS,P000993,2023-06-12 20:00:00,237.92
JADAS,P000993,2023-06-12 21:00:00,39.58
JADAS,P000993,2023-06-12 22:00:00,0.00
JADAS,P000993,2023-06-12 23:00:00,0.00
JADAS,P000993,2023-06-13 00:00:00,0.00
JADAS,P000993,2023-06-13 01:00:00,0.00
JADAS,P000993,2023-06-13 02:00:00,0.00
JADAS,P000993,2023-06-13 03:00:00,0.00
JADAS,P000993,2023-06-13 04:00:00,0.00
JADAS,P000993,2023-06-13 05:00:00,0.00
JADAS,P000993,2023-06-13 06:00:00,13.08
JADAS,P000993,2023-06-13 07:00:00,107.42
JADAS,P000993,2023-06-13 08:00:00,355.50
JADAS,P000993,2023-06-13 09:00:00,895.50
JADAS,P000993,2023-06-13 10:00:00,798.92
JADAS,P000993,2023-06-13 11:00:00,902.17
JADAS,P000993,2023-06-13 12:00:00,1118.25
JADAS,P000993,2023-06-13 13:00:00,1394.33
JADAS,P000993,2023-06-13 14:00:00,2140.42
JADAS,P000993,2023-06-13 15:00:00,1710.50
JADAS,P000993,2023-06-13 16:00:00,687.83
JADAS,P000993,2023-06-13 17:00:00,634.67
JADAS,P000993,2023-06-13 18:00:00,371.92
JADAS,P000993,2023-06-13 19:00:00,83.58
JADAS,P000993,2023-06-13 20:00:00,160.08
JADAS,P000993,2023-06-13 21:00:00,0.42
JADAS,P000993,2023-06-13 22:00:00,0.00
JADAS,P000993,2023-06-13 23:00:00,0.00
JADAS,P000993,2023-06-14 00:00:00,0.00
JADAS,P000993,2023-06-14 01:00:00,0.00
JADAS,P000993,2023-06-14 02:00:00,0.00
JADAS,P000993,2023-06-14 03:00:00,0.00
JADAS,P000993,2023-06-14 04:00:00,0.00
JADAS,P000993,2023-06-14 05:00:00,0.00
JADAS,P000993,2023-06-14 06:00:00,21.08
JADAS,P000993,2023-06-14 07:00:00,168.50
JADAS,P000993,2023-06-14 08:00:00,416.75
JADAS,P000993,2023-06-14 09:00:00,770.08
JADAS,P000993,2023-06-14 10:00:00,1338.42
JADAS,P000993,2023-06-14 11:00:00,1686.92
JADAS,P000993,2023-06-14 12:00:00,2011.17
JADAS,P000993,2023-06-14 13:00:00,2211.67
JADAS,P000993,2023-06-14 14:00:00,2161.17
JADAS,P000993,2023-06-14 15:00:00,2170.00
JADAS,P000993,2023-06-14 16:00:00,1928.08
JADAS,P000993,2023-06-14 17:00:00,1566.08
JADAS,P000993,2023-06-14 18:00:00,1129.67
JADAS,P000993,2023-06-14 19:00:00,538.50
JADAS,P000993,2023-06-14 20:00:00,136.42
JADAS,P000993,2023-06-14 21:00:00,7.58
JADAS,P000993,2023-06-14 22:00:00,0.00
JADAS,P000993,2023-06-14 23:00:00,0.00
JADAS,P000993,2023-06-15 00:00:00,0.00
JADAS,P000993,2023-06-15 01:00:00,0.00
JADAS,P000993,2023-06-15 02:00:00,0.00
JADAS,P000993,2023-06-15 03:00:00,0.00
JADAS,P000993,2023-06-15 04:00:00,0.00
JADAS,P000993,2023-06-15 05:00:00,0.00
JADAS,P000993,2023-06-15 06:00:00,17.33
JADAS,P000993,2023-06-15 07:00:00,124.58
JADAS,P000993,2023-06-15 08:00:00,266.83
JADAS,P000993,2023-06-15 09:00:00,433.92
JADAS,P000993,2023-06-15 10:00:00,467.25
JADAS,P000993,2023-06-15 11:00:00,724.58
JADAS,P000993,2023-06-15 12:00:00,830.33
JADAS,P000993,2023-06-15 13:00:00,1075.42
JADAS,P000993,2023-06-15 14:00:00,1529.50
JADAS,P000993,2023-06-15 15:00:00,1562.58
JADAS,P000993,2023-06-15 16:00:00,1655.08
JADAS,P000993,2023-06-15 17:00:00,1187.50
JADAS,P000993,2023-06-15 18:00:00,942.75
JADAS,P000993,2023-06-15 19:00:00,526.83
JADAS,P000993,2023-06-15 20:00:00,159.67
JADAS,P000993,2023-06-15 21:00:00,23.83
JADAS,P000993,2023-06-15 22:00:00,0.00
JADAS,P000993,2023-06-15 23:00:00,0.00
JADAS,P000993,2023-06-16 00:00:00,0.00
JADAS,P000993,2023-06-16 01:00:00,0.00
JADAS,P000993,2023-06-16 02:00:00,0.00
JADAS,P000993,2023-06-16 03:00:00,0.00
JADAS,P000993,2023-06-16 04:00:00,0.00
JADAS,P000993,2023-06-16 05:00:00,0.00
JADAS,P000993,2023-06-16 06:00:00,21.33
JADAS,P000993,2023-06-16 07:00:00,137.83
JADAS,P000993,2023-06-16 08:00:00,378.17
JADAS,P000993,2023-06-16 09:00:00,880.17
JADAS,P000993,2023-06-16 10:00:00,1398.92
JADAS,P000993,2023-06-16 11:00:00,1764.00
JADAS,P000993,2023-06-16 12:00:00,2016.08
JADAS,P000993,2023-06-16 13:00:00,2126.67
JADAS,P000993,2023-06-16 14:00:00,2107.25
JADAS,P000993,2023-06-16 15:00:00,2012.83
JADAS,P000993,2023-06-16 16:00:00,1756.50
JADAS,P000993,2023-06-16 17:00:00,1246.08
JADAS,P000993,2023-06-16 18:00:00,760.08
JADAS,P000993,2023-06-16 19:00:00,426.58
JADAS,P000993,2023-06-16 20:00:00,134.00
JADAS,P000993,2023-06-16 21:00:00,25.67
JADAS,P000993,2023-06-16 22:00:00,0.00
JADAS,P000993,2023-06-16 23:00:00,0.00
JADAS,P000993,2023-06-17 00:00:00,0.00
JADAS,P000993,2023-06-17 01:00:00,0.00
JADAS,P000993,2023-06-17 02:00:00,0.00
JADAS,P000993,2023-06-17 03:00:00,0.00
JADAS,P000993,2023-06-17 04:00:00,0.00
JADAS,P000993,2023-06-17 05:00:00,0.00
JADAS,P000993,2023-06-17 06:00:00,14.25
JADAS,P000993,2023-06-17 07:00:00,114.25
JADAS,P000993,2023-06-17 08:00:00,372.83
JADAS,P000993,2023-06-17 09:00:00,892.75
JADAS,P000993,2023-06-17 10:00:00,1332.17
JADAS,P000993,2023-06-17 11:00:00,1765.58
JADAS,P000993,2023-06-17 12:00:00,1183.83
JADAS,P000993,2023-06-17 13:00:00,1390.92
JADAS,P000993,2023-06-17 14:00:00,1866.92
JADAS,P000993,2023-06-17 15:00:00,1330.17
JADAS,P000993,2023-06-17 16:00:00,397.67
JADAS,P000993,2023-06-17 17:00:00,1090.75
JADAS,P000993,2023-06-17 18:00:00,532.92
JADAS,P000993,2023-06-17 19:00:00,214.25
JADAS,P000993,2023-06-17 20:00:00,39.08
JADAS,P000993,2023-06-17 21:00:00,0.00
JADAS,P000993,2023-06-17 22:00:00,0.00
JADAS,P000993,2023-06-17 23:00:00,0.00
JADAS,P000993,2023-06-18 00:00:00,0.00
JADAS,P000993,2023-06-18 01:00:00,0.00
JADAS,P000993,2023-06-18 02:00:00,0.00
JADAS,P000993,2023-06-18 03:00:00,0.00
JADAS,P000993,2023-06-18 04:00:00,0.00
JADAS,P000993,2023-06-18 05:00:00,0.00
JADAS,P000993,2023-06-18 06:00:00,0.00
JADAS,P000993,2023-06-18 07:00:00,0.00
JADAS,P000993,2023-06-18 08:00:00,0.00
JADAS,P000993,2023-06-18 09:00:00,0.00
JADAS,P000993,2023-06-18 10:00:00,0.00
JADAS,P000993,2023-06-18 11:00:00,0.00
JADAS,P000993,2023-06-18 12:00:00,0.00
JADAS,P000993,2023-06-18 13:00:00,0.00
JADAS,P000993,2023-06-18 14:00:00,0.00
JADAS,P000993,2023-06-18 15:00:00,0.00
JADAS,P000993,2023-06-18 16:00:00,0.00
JADAS,P000993,2023-06-18 17:00:00,0.00
JADAS,P000993,2023-06-18 18:00:00,0.00
JADAS,P000993,2023-06-18 19:00:00,0.00
JADAS,P000993,2023-06-18 20:00:00,0.00
JADAS,P000993,2023-06-18 21:00:00,0.00
JADAS,P000993,2023-06-18 22:00:00,0.00
JADAS,P000993,2023-06-18 23:00:00,0.00
JADAS,P000993,2023-06-19 00:00:00,0.00
JADAS,P000993,2023-06-19 01:00:00,0.00
JADAS,P000993,2023-06-19 02:00:00,0.00
JADAS,P000993,2023-06-19 03:00:00,0.00
JADAS,P000993,2023-06-19 04:00:00,0.00
JADAS,P000993,2023-06-19 05:00:00,0.00
JADAS,P000993,2023-06-19 06:00:00,0.00
JADAS,P000993,2023-06-19 07:00:00,0.00
JADAS,P000993,2023-06-19 08:00:00,0.00
JADAS,P000993,2023-06-19 09:00:00,0.00
JADAS,P000993,2023-06-19 10:00:00,0.00
JADAS,P000993,2023-06-19 11:00:00,0.00
JADAS,P000993,2023-06-19 12:00:00,1370.75
JADAS,P000993,2023-06-19 13:00:00,1860.25
JADAS,P000993,2023-06-19 14:00:00,1012.50
JADAS,P000993,2023-06-19 15:00:00,1130.17
JADAS,P000993,2023-06-19 16:00:00,809.67
JADAS,P000993,2023-06-19 17:00:00,360.00
JADAS,P000993,2023-06-19 18:00:00,230.17
JADAS,P000993,2023-06-19 19:00:00,603.17
JADAS,P000993,2023-06-19 20:00:00,189.25
JADAS,P000993,2023-06-19 21:00:00,20.50
JADAS,P000993,2023-06-19 22:00:00,0.00
JADAS,P000993,2023-06-19 23:00:00,0.00
JADAS,P000993,2023-06-20 00:00:00,0.00
JADAS,P000993,2023-06-20 01:00:00,0.00
JADAS,P000993,2023-06-20 02:00:00,0.00
JADAS,P000993,2023-06-20 03:00:00,0.00
JADAS,P000993,2023-06-20 04:00:00,0.00
JADAS,P000993,2023-06-20 05:00:00,0.00
JADAS,P000993,2023-06-20 06:00:00,3.08
JADAS,P000993,2023-06-20 07:00:00,73.92
JADAS,P000993,2023-06-20 08:00:00,80.33
JADAS,P000993,2023-06-20 09:00:00,143.67
JADAS,P000993,2023-06-20 10:00:00,563.92
JADAS,P000993,2023-06-20 11:00:00,689.42
JADAS,P000993,2023-06-20 12:00:00,676.25
JADAS,P000993,2023-06-20 13:00:00,1966.75
JADAS,P000993,2023-06-20 14:00:00,1802.00
JADAS,P000993,2023-06-20 15:00:00,1480.75
JADAS,P000993,2023-06-20 16:00:00,673.83
JADAS,P000993,2023-06-20 17:00:00,153.92
JADAS,P000993,2023-06-20 18:00:00,21.42
JADAS,P000993,2023-06-20 19:00:00,73.08
JADAS,P000993,2023-06-20 20:00:00,118.92
JADAS,P000993,2023-06-20 21:00:00,23.83
JADAS,P000993,2023-06-20 22:00:00,0.00
JADAS,P000993,2023-06-20 23:00:00,0.00
JADAS,P000993,2023-06-21 00:00:00,0.00
JADAS,P000993,2023-06-21 01:00:00,0.00
JADAS,P000993,2023-06-21 02:00:00,0.00
JADAS,P000993,2023-06-21 03:00:00,0.00
JADAS,P000993,2023-06-21 04:00:00,0.00
JADAS,P000993,2023-06-21 05:00:00,0.00
JADAS,P000993,2023-06-21 06:00:00,9.92
JADAS,P000993,2023-06-21 07:00:00,149.50
JADAS,P000993,2023-06-21 08:00:00,308.58
JADAS,P000993,2023-06-21 09:00:00,405.17
JADAS,P000993,2023-06-21 10:00:00,525.08
JADAS,P000993,2023-06-21 11:00:00,153.92
JADAS,P000993,2023-06-21 12:00:00,479.08
JADAS,P000993,2023-06-21 13:00:00,644.58
JADAS,P000993,2023-06-21 14:00:00,608.50
JADAS,P000993,2023-06-21 15:00:00,352.50
JADAS,P000993,2023-06-21 16:00:00,982.50
JADAS,P000993,2023-06-21 17:00:00,1381.58
JADAS,P000993,2023-06-21 18:00:00,498.42
JADAS,P000993,2023-06-21 19:00:00,163.83
JADAS,P000993,2023-06-21 20:00:00,22.58
JADAS,P000993,2023-06-21 21:00:00,0.08
JADAS,P000993,2023-06-21 22:00:00,0.00
JADAS,P000993,2023-06-21 23:00:00,0.00
JADAS,P000993,2023-06-22 00:00:00,0.00
JADAS,P000993,2023-06-22 01:00:00,0.00
JADAS,P000993,2023-06-22 02:00:00,0.00
JADAS,P000993,2023-06-22 03:00:00,0.00
JADAS,P000993,2023-06-22 04:00:00,0.00
JADAS,P000993,2023-06-22 05:00:00,0.00
JADAS,P000993,2023-06-22 06:00:00,13.83
JADAS,P000993,2023-06-22 07:00:00,223.17
JADAS,P000993,2023-06-22 08:00:00,308.50
JADAS,P000993,2023-06-22 09:00:00,275.33
JADAS,P000993,2023-06-22 10:00:00,443.25
JADAS,P000993,2023-06-22 11:00:00,830.33
JADAS,P000993,2023-06-22 12:00:00,1221.08
JADAS,P000993,2023-06-22 13:00:00,1435.00
JADAS,P000993,2023-06-22 14:00:00,1837.67
JADAS,P000993,2023-06-22 15:00:00,1090.50
JADAS,P000993,2023-06-22 16:00:00,874.33
JADAS,P000993,2023-06-22 17:00:00,1129.67
JADAS,P000993,2023-06-22 18:00:00,1085.83
JADAS,P000993,2023-06-22 19:00:00,548.92
JADAS,P000993,2023-06-22 20:00:00,146.50
JADAS,P000993,2023-06-22 21:00:00,19.17
JADAS,P000993,2023-06-22 22:00:00,0.00
JADAS,P000993,2023-06-22 23:00:00,0.00
JADAS,P000993,2023-06-23 00:00:00,0.00
JADAS,P000993,2023-06-23 01:00:00,0.00
