﻿Installation,ID client,Date,Courbe de charge (kWh)
ATN,,2023-06-06 04:00:00,0.00
ATN,,2023-06-06 05:00:00,0.00
ATN,,2023-06-06 06:00:00,15.75
ATN,,2023-06-06 07:00:00,146.33
ATN,,2023-06-06 08:00:00,430.00
ATN,,2023-06-06 09:00:00,670.25
ATN,,2023-06-06 10:00:00,1283.75
ATN,,2023-06-06 11:00:00,1483.83
ATN,,2023-06-06 12:00:00,1587.08
ATN,,2023-06-06 13:00:00,1674.33
ATN,,2023-06-06 14:00:00,691.92
ATN,,2023-06-06 15:00:00,122.67
ATN,,2023-06-06 16:00:00,80.33
ATN,,2023-06-06 17:00:00,240.25
ATN,,2023-06-06 18:00:00,524.25
ATN,,2023-06-06 19:00:00,356.08
ATN,,2023-06-06 20:00:00,293.58
ATN,,2023-06-06 21:00:00,15.92
ATN,,2023-06-06 22:00:00,0.00
ATN,,2023-06-06 23:00:00,0.00
ATN,,2023-06-07 00:00:00,0.00
ATN,,2023-06-07 01:00:00,0.00
ATN,,2023-06-07 02:00:00,0.00
ATN,,2023-06-07 03:00:00,0.00
ATN,,2023-06-07 04:00:00,0.00
ATN,,2023-06-07 05:00:00,0.00
ATN,,2023-06-07 06:00:00,16.08
ATN,,2023-06-07 07:00:00,228.08
ATN,,2023-06-07 08:00:00,586.58
ATN,,2023-06-07 09:00:00,941.42
ATN,,2023-06-07 10:00:00,1236.75
ATN,,2023-06-07 11:00:00,1509.08
ATN,,2023-06-07 12:00:00,1694.42
ATN,,2023-06-07 13:00:00,1684.67
ATN,,2023-06-07 14:00:00,1597.17
ATN,,2023-06-07 15:00:00,1301.00
ATN,,2023-06-07 16:00:00,959.08
ATN,,2023-06-07 17:00:00,667.67
ATN,,2023-06-07 18:00:00,515.33
ATN,,2023-06-07 19:00:00,319.67
ATN,,2023-06-07 20:00:00,144.75
ATN,,2023-06-07 21:00:00,24.75
ATN,,2023-06-07 22:00:00,0.00
ATN,,2023-06-07 23:00:00,0.00
ATN,,2023-06-08 00:00:00,0.00
ATN,,2023-06-08 01:00:00,0.00
ATN,,2023-06-08 02:00:00,0.00
ATN,,2023-06-08 03:00:00,0.00
ATN,,2023-06-08 04:00:00,0.00
ATN,,2023-06-08 05:00:00,0.00
ATN,,2023-06-08 06:00:00,18.33
ATN,,2023-06-08 07:00:00,127.08
ATN,,2023-06-08 08:00:00,537.42
ATN,,2023-06-08 09:00:00,958.08
ATN,,2023-06-08 10:00:00,1310.42
ATN,,2023-06-08 11:00:00,1499.67
ATN,,2023-06-08 12:00:00,1602.00
ATN,,2023-06-08 13:00:00,1228.25
ATN,,2023-06-08 14:00:00,1062.50
ATN,,2023-06-08 15:00:00,971.42
ATN,,2023-06-08 16:00:00,696.17
ATN,,2023-06-08 17:00:00,881.33
ATN,,2023-06-08 18:00:00,610.08
ATN,,2023-06-08 19:00:00,425.67
ATN,,2023-06-08 20:00:00,174.67
ATN,,2023-06-08 21:00:00,25.08
ATN,,2023-06-08 22:00:00,0.00
ATN,,2023-06-08 23:00:00,0.00
ATN,,2023-06-09 00:00:00,0.00
ATN,,2023-06-09 01:00:00,0.00
ATN,,2023-06-09 02:00:00,0.00
ATN,,2023-06-09 03:00:00,0.00
ATN,,2023-06-09 04:00:00,0.00
ATN,,2023-06-09 05:00:00,0.00
ATN,,2023-06-09 06:00:00,6.92
ATN,,2023-06-09 07:00:00,115.58
ATN,,2023-06-09 08:00:00,219.25
ATN,,2023-06-09 09:00:00,357.58
ATN,,2023-06-09 10:00:00,90.58
ATN,,2023-06-09 11:00:00,77.33
ATN,,2023-06-09 12:00:00,400.75
ATN,,2023-06-09 13:00:00,436.42
ATN,,2023-06-09 14:00:00,1155.58
ATN,,2023-06-09 15:00:00,1685.42
ATN,,2023-06-09 16:00:00,1375.67
ATN,,2023-06-09 17:00:00,774.17
ATN,,2023-06-09 18:00:00,136.75
ATN,,2023-06-09 19:00:00,482.75
ATN,,2023-06-09 20:00:00,204.83
ATN,,2023-06-09 21:00:00,21.83
ATN,,2023-06-09 22:00:00,0.00
ATN,,2023-06-09 23:00:00,0.00
ATN,,2023-06-10 00:00:00,0.00
ATN,,2023-06-10 01:00:00,0.00
ATN,,2023-06-10 02:00:00,0.00
ATN,,2023-06-10 03:00:00,0.00
ATN,,2023-06-10 04:00:00,0.00
ATN,,2023-06-10 05:00:00,0.00
ATN,,2023-06-10 06:00:00,2.17
ATN,,2023-06-10 07:00:00,35.92
ATN,,2023-06-10 08:00:00,201.92
ATN,,2023-06-10 09:00:00,666.00
ATN,,2023-06-10 10:00:00,1130.08
ATN,,2023-06-10 11:00:00,1317.08
ATN,,2023-06-10 12:00:00,1734.33
ATN,,2023-06-10 13:00:00,1795.42
ATN,,2023-06-10 14:00:00,1764.25
ATN,,2023-06-10 15:00:00,1541.50
ATN,,2023-06-10 16:00:00,1574.92
ATN,,2023-06-10 17:00:00,822.42
ATN,,2023-06-10 18:00:00,815.17
ATN,,2023-06-10 19:00:00,558.08
ATN,,2023-06-10 20:00:00,266.92
ATN,,2023-06-10 21:00:00,35.50
ATN,,2023-06-10 22:00:00,0.00
ATN,,2023-06-10 23:00:00,0.00
ATN,,2023-06-11 00:00:00,0.00
ATN,,2023-06-11 01:00:00,0.00
ATN,,2023-06-11 02:00:00,0.00
ATN,,2023-06-11 03:00:00,0.00
ATN,,2023-06-11 04:00:00,0.00
ATN,,2023-06-11 05:00:00,0.00
ATN,,2023-06-11 06:00:00,19.42
ATN,,2023-06-11 07:00:00,180.25
ATN,,2023-06-11 08:00:00,654.92
ATN,,2023-06-11 09:00:00,742.42
ATN,,2023-06-11 10:00:00,1260.75
ATN,,2023-06-11 11:00:00,1584.75
ATN,,2023-06-11 12:00:00,1274.25
ATN,,2023-06-11 13:00:00,0.00
ATN,,2023-06-11 14:00:00,0.00
ATN,,2023-06-11 15:00:00,0.00
ATN,,2023-06-11 16:00:00,0.00
ATN,,2023-06-11 17:00:00,315.92
ATN,,2023-06-11 18:00:00,335.25
ATN,,2023-06-11 19:00:00,704.33
ATN,,2023-06-11 20:00:00,130.17
ATN,,2023-06-11 21:00:00,13.08
ATN,,2023-06-11 22:00:00,0.00
ATN,,2023-06-11 23:00:00,0.00
ATN,,2023-06-12 00:00:00,0.00
ATN,,2023-06-12 01:00:00,0.00
ATN,,2023-06-12 02:00:00,0.00
ATN,,2023-06-12 03:00:00,0.00
ATN,,2023-06-12 04:00:00,0.00
ATN,,2023-06-12 05:00:00,0.00
ATN,,2023-06-12 06:00:00,38.83
ATN,,2023-06-12 07:00:00,191.33
ATN,,2023-06-12 08:00:00,375.83
ATN,,2023-06-12 09:00:00,888.42
ATN,,2023-06-12 10:00:00,1003.50
ATN,,2023-06-12 11:00:00,933.83
ATN,,2023-06-12 12:00:00,879.25
ATN,,2023-06-12 13:00:00,747.25
ATN,,2023-06-12 14:00:00,763.75
ATN,,2023-06-12 15:00:00,1490.75
ATN,,2023-06-12 16:00:00,1306.50
ATN,,2023-06-12 17:00:00,663.50
ATN,,2023-06-12 18:00:00,610.83
ATN,,2023-06-12 19:00:00,618.33
ATN,,2023-06-12 20:00:00,227.75
ATN,,2023-06-12 21:00:00,51.33
ATN,,2023-06-12 22:00:00,0.00
ATN,,2023-06-12 23:00:00,0.00
ATN,,2023-06-13 00:00:00,0.00
ATN,,2023-06-13 01:00:00,0.00
ATN,,2023-06-13 02:00:00,0.00
ATN,,2023-06-13 03:00:00,0.00
ATN,,2023-06-13 04:00:00,0.00
ATN,,2023-06-13 05:00:00,0.00
ATN,,2023-06-13 06:00:00,21.00
ATN,,2023-06-13 07:00:00,133.83
ATN,,2023-06-13 08:00:00,280.08
ATN,,2023-06-13 09:00:00,561.17
ATN,,2023-06-13 10:00:00,620.58
ATN,,2023-06-13 11:00:00,694.17
ATN,,2023-06-13 12:00:00,1103.25
ATN,,2023-06-13 13:00:00,1692.33
ATN,,2023-06-13 14:00:00,1094.42
ATN,,2023-06-13 15:00:00,1070.83
ATN,,2023-06-13 16:00:00,609.75
ATN,,2023-06-13 17:00:00,243.42
ATN,,2023-06-13 18:00:00,158.75
ATN,,2023-06-13 19:00:00,31.67
ATN,,2023-06-13 20:00:00,53.17
ATN,,2023-06-13 21:00:00,15.83
ATN,,2023-06-13 22:00:00,0.00
ATN,,2023-06-13 23:00:00,0.00
ATN,,2023-06-14 00:00:00,0.00
ATN,,2023-06-14 01:00:00,0.00
ATN,,2023-06-14 02:00:00,0.00
ATN,,2023-06-14 03:00:00,0.00
ATN,,2023-06-14 04:00:00,0.00
ATN,,2023-06-14 05:00:00,0.00
ATN,,2023-06-14 06:00:00,9.42
ATN,,2023-06-14 07:00:00,154.08
ATN,,2023-06-14 08:00:00,252.08
ATN,,2023-06-14 09:00:00,493.17
ATN,,2023-06-14 10:00:00,1246.08
ATN,,2023-06-14 11:00:00,1341.67
ATN,,2023-06-14 12:00:00,1717.50
ATN,,2023-06-14 13:00:00,1794.92
ATN,,2023-06-14 14:00:00,1714.00
ATN,,2023-06-14 15:00:00,1658.92
ATN,,2023-06-14 16:00:00,1538.75
ATN,,2023-06-14 17:00:00,1289.75
ATN,,2023-06-14 18:00:00,852.67
ATN,,2023-06-14 19:00:00,534.92
ATN,,2023-06-14 20:00:00,196.25
ATN,,2023-06-14 21:00:00,9.83
ATN,,2023-06-14 22:00:00,0.00
ATN,,2023-06-14 23:00:00,0.00
ATN,,2023-06-15 00:00:00,0.00
ATN,,2023-06-15 01:00:00,0.00
ATN,,2023-06-15 02:00:00,0.00
ATN,,2023-06-15 03:00:00,0.00
ATN,,2023-06-15 04:00:00,0.00
ATN,,2023-06-15 05:00:00,0.00
ATN,,2023-06-15 06:00:00,14.50
ATN,,2023-06-15 07:00:00,105.00
ATN,,2023-06-15 08:00:00,236.83
ATN,,2023-06-15 09:00:00,297.75
ATN,,2023-06-15 10:00:00,334.83
ATN,,2023-06-15 11:00:00,629.17
ATN,,2023-06-15 12:00:00,803.17
ATN,,2023-06-15 13:00:00,981.17
ATN,,2023-06-15 14:00:00,1198.42
ATN,,2023-06-15 15:00:00,1325.67
ATN,,2023-06-15 16:00:00,1394.17
ATN,,2023-06-15 17:00:00,1225.08
ATN,,2023-06-15 18:00:00,863.42
ATN,,2023-06-15 19:00:00,508.92
ATN,,2023-06-15 20:00:00,200.00
ATN,,2023-06-15 21:00:00,29.33
ATN,,2023-06-15 22:00:00,0.00
ATN,,2023-06-15 23:00:00,0.00
ATN,,2023-06-16 00:00:00,0.00
ATN,,2023-06-16 01:00:00,0.00
ATN,,2023-06-16 02:00:00,0.00
ATN,,2023-06-16 03:00:00,0.00
ATN,,2023-06-16 04:00:00,0.00
ATN,,2023-06-16 05:00:00,0.00
ATN,,2023-06-16 06:00:00,26.92
ATN,,2023-06-16 07:00:00,222.08
ATN,,2023-06-16 08:00:00,536.33
ATN,,2023-06-16 09:00:00,927.92
ATN,,2023-06-16 10:00:00,1292.50
ATN,,2023-06-16 11:00:00,1519.42
ATN,,2023-06-16 12:00:00,1693.83
ATN,,2023-06-16 13:00:00,1734.83
ATN,,2023-06-16 14:00:00,1705.92
ATN,,2023-06-16 15:00:00,1608.75
ATN,,2023-06-16 16:00:00,1472.75
ATN,,2023-06-16 17:00:00,1186.25
ATN,,2023-06-16 18:00:00,718.25
ATN,,2023-06-16 19:00:00,369.33
ATN,,2023-06-16 20:00:00,123.83
ATN,,2023-06-16 21:00:00,21.00
ATN,,2023-06-16 22:00:00,0.00
ATN,,2023-06-16 23:00:00,0.00
ATN,,2023-06-17 00:00:00,0.00
ATN,,2023-06-17 01:00:00,0.00
ATN,,2023-06-17 02:00:00,0.00
ATN,,2023-06-17 03:00:00,0.00
ATN,,2023-06-17 04:00:00,0.00
ATN,,2023-06-17 05:00:00,0.00
ATN,,2023-06-17 06:00:00,15.42
ATN,,2023-06-17 07:00:00,202.08
ATN,,2023-06-17 08:00:00,547.83
ATN,,2023-06-17 09:00:00,938.58
ATN,,2023-06-17 10:00:00,1275.17
ATN,,2023-06-17 11:00:00,1486.50
ATN,,2023-06-17 12:00:00,1683.00
ATN,,2023-06-17 13:00:00,1614.83
ATN,,2023-06-17 14:00:00,1594.58
ATN,,2023-06-17 15:00:00,1272.25
ATN,,2023-06-17 16:00:00,521.67
ATN,,2023-06-17 17:00:00,294.00
ATN,,2023-06-17 18:00:00,187.67
ATN,,2023-06-17 19:00:00,187.00
ATN,,2023-06-17 20:00:00,45.92
ATN,,2023-06-17 21:00:00,0.00
ATN,,2023-06-17 22:00:00,0.00
ATN,,2023-06-17 23:00:00,0.00
ATN,,2023-06-18 00:00:00,0.00
ATN,,2023-06-18 01:00:00,0.00
ATN,,2023-06-18 02:00:00,0.00
ATN,,2023-06-18 03:00:00,0.00
ATN,,2023-06-18 04:00:00,0.00
ATN,,2023-06-18 05:00:00,0.00
ATN,,2023-06-18 06:00:00,19.50
ATN,,2023-06-18 07:00:00,269.08
ATN,,2023-06-18 08:00:00,579.42
ATN,,2023-06-18 09:00:00,916.25
ATN,,2023-06-18 10:00:00,691.58
ATN,,2023-06-18 11:00:00,1008.75
ATN,,2023-06-18 12:00:00,1065.83
ATN,,2023-06-18 13:00:00,950.83
ATN,,2023-06-18 14:00:00,1379.42
ATN,,2023-06-18 15:00:00,1217.00
ATN,,2023-06-18 16:00:00,1290.33
ATN,,2023-06-18 17:00:00,1197.42
ATN,,2023-06-18 18:00:00,616.92
ATN,,2023-06-18 19:00:00,293.75
ATN,,2023-06-18 20:00:00,95.67
ATN,,2023-06-18 21:00:00,11.00
ATN,,2023-06-18 22:00:00,0.00
ATN,,2023-06-18 23:00:00,0.00
ATN,,2023-06-19 00:00:00,0.00
ATN,,2023-06-19 01:00:00,0.00
ATN,,2023-06-19 02:00:00,0.00
ATN,,2023-06-19 03:00:00,0.00
ATN,,2023-06-19 04:00:00,0.00
ATN,,2023-06-19 05:00:00,0.00
ATN,,2023-06-19 06:00:00,17.83
ATN,,2023-06-19 07:00:00,113.42
ATN,,2023-06-19 08:00:00,480.08
ATN,,2023-06-19 09:00:00,196.33
ATN,,2023-06-19 10:00:00,307.00
ATN,,2023-06-19 11:00:00,1263.67
ATN,,2023-06-19 12:00:00,1499.00
ATN,,2023-06-19 13:00:00,1329.83
ATN,,2023-06-19 14:00:00,1057.92
ATN,,2023-06-19 15:00:00,1092.58
ATN,,2023-06-19 16:00:00,1003.17
ATN,,2023-06-19 17:00:00,430.67
ATN,,2023-06-19 18:00:00,102.83
ATN,,2023-06-19 19:00:00,467.42
ATN,,2023-06-19 20:00:00,216.42
ATN,,2023-06-19 21:00:00,34.33
ATN,,2023-06-19 22:00:00,0.00
ATN,,2023-06-19 23:00:00,0.00
ATN,,2023-06-20 00:00:00,0.00
ATN,,2023-06-20 01:00:00,0.00
ATN,,2023-06-20 02:00:00,0.00
ATN,,2023-06-20 03:00:00,0.00
ATN,,2023-06-20 04:00:00,0.00
ATN,,2023-06-20 05:00:00,0.00
ATN,,2023-06-20 06:00:00,0.00
ATN,,2023-06-20 07:00:00,58.92
ATN,,2023-06-20 08:00:00,75.08
ATN,,2023-06-20 09:00:00,82.75
ATN,,2023-06-20 10:00:00,499.17
ATN,,2023-06-20 11:00:00,457.75
ATN,,2023-06-20 12:00:00,603.00
ATN,,2023-06-20 13:00:00,1159.75
ATN,,2023-06-20 14:00:00,1560.17
ATN,,2023-06-20 15:00:00,1234.58
ATN,,2023-06-20 16:00:00,782.08
ATN,,2023-06-20 17:00:00,315.08
ATN,,2023-06-20 18:00:00,9.08
ATN,,2023-06-20 19:00:00,15.83
ATN,,2023-06-20 20:00:00,91.25
ATN,,2023-06-20 21:00:00,19.50
ATN,,2023-06-20 22:00:00,0.00
ATN,,2023-06-20 23:00:00,0.00
ATN,,2023-06-21 00:00:00,0.00
ATN,,2023-06-21 01:00:00,0.00
ATN,,2023-06-21 02:00:00,0.00
ATN,,2023-06-21 03:00:00,0.00
ATN,,2023-06-21 04:00:00,0.00
ATN,,2023-06-21 05:00:00,0.00
ATN,,2023-06-21 06:00:00,7.25
ATN,,2023-06-21 07:00:00,98.83
ATN,,2023-06-21 08:00:00,125.67
ATN,,2023-06-21 09:00:00,612.17
ATN,,2023-06-21 10:00:00,272.17
ATN,,2023-06-21 11:00:00,112.17
ATN,,2023-06-21 12:00:00,429.67
ATN,,2023-06-21 13:00:00,427.33
ATN,,2023-06-21 14:00:00,453.58
ATN,,2023-06-21 15:00:00,253.33
ATN,,2023-06-21 16:00:00,840.08
ATN,,2023-06-21 17:00:00,1184.92
ATN,,2023-06-21 18:00:00,297.17
ATN,,2023-06-21 19:00:00,166.00
ATN,,2023-06-21 20:00:00,30.08
ATN,,2023-06-21 21:00:00,4.75
ATN,,2023-06-21 22:00:00,0.00
ATN,,2023-06-21 23:00:00,0.00
ATN,,2023-06-22 00:00:00,0.00
ATN,,2023-06-22 01:00:00,0.00
ATN,,2023-06-22 02:00:00,0.00
ATN,,2023-06-22 03:00:00,0.00
ATN,,2023-06-22 04:00:00,0.00
ATN,,2023-06-22 05:00:00,0.00
ATN,,2023-06-22 06:00:00,15.08
ATN,,2023-06-22 07:00:00,172.67
ATN,,2023-06-22 08:00:00,425.42
ATN,,2023-06-22 09:00:00,577.67
ATN,,2023-06-22 10:00:00,448.50
ATN,,2023-06-22 11:00:00,883.08
ATN,,2023-06-22 12:00:00,1210.67
ATN,,2023-06-22 13:00:00,1404.83
ATN,,2023-06-22 14:00:00,1512.00
ATN,,2023-06-22 15:00:00,1074.33
ATN,,2023-06-22 16:00:00,908.00
ATN,,2023-06-22 17:00:00,704.33
ATN,,2023-06-22 18:00:00,595.67
ATN,,2023-06-22 19:00:00,440.75
ATN,,2023-06-22 20:00:00,179.67
ATN,,2023-06-22 21:00:00,25.33
ATN,,2023-06-22 22:00:00,0.00
ATN,,2023-06-22 23:00:00,0.00
ATN,,2023-06-23 00:00:00,0.00
ATN,,2023-06-23 01:00:00,0.00
ATN,,2023-06-23 02:00:00,0.00
ATN,,2023-06-23 03:00:00,0.00
ATN,,2023-06-23 04:00:00,0.00
ATN,,2023-06-23 05:00:00,0.00
ATN,,2023-06-23 06:00:00,2.67
ATN,,2023-06-23 07:00:00,80.75
ATN,,2023-06-23 08:00:00,304.67
ATN,,2023-06-23 09:00:00,502.83
ATN,,2023-06-23 10:00:00,1278.17
ATN,,2023-06-23 11:00:00,1592.83
ATN,,2023-06-23 12:00:00,1721.67
ATN,,2023-06-23 13:00:00,1787.58
ATN,,2023-06-23 14:00:00,1763.58
ATN,,2023-06-23 15:00:00,1647.33
ATN,,2023-06-23 16:00:00,1304.17
ATN,,2023-06-23 17:00:00,999.00
ATN,,2023-06-23 18:00:00,967.42
ATN,,2023-06-23 19:00:00,565.08
ATN,,2023-06-23 20:00:00,223.83
ATN,,2023-06-23 21:00:00,25.83
ATN,,2023-06-23 22:00:00,0.00
ATN,,2023-06-23 23:00:00,0.00
ATN,,2023-06-24 00:00:00,0.00
ATN,,2023-06-24 01:00:00,0.00
ATN,,2023-06-24 02:00:00,0.00
ATN,,2023-06-24 03:00:00,0.00
ATN,,2023-06-24 04:00:00,0.00
ATN,,2023-06-24 05:00:00,0.00
ATN,,2023-06-24 06:00:00,18.25
ATN,,2023-06-24 07:00:00,206.33
ATN,,2023-06-24 08:00:00,591.08
ATN,,2023-06-24 09:00:00,976.92
ATN,,2023-06-24 10:00:00,1316.75
ATN,,2023-06-24 11:00:00,1576.83
ATN,,2023-06-24 12:00:00,1721.58
ATN,,2023-06-24 13:00:00,1753.92
ATN,,2023-06-24 14:00:00,1745.58
ATN,,2023-06-24 15:00:00,1674.92
ATN,,2023-06-24 16:00:00,1522.33
ATN,,2023-06-24 17:00:00,1287.50
ATN,,2023-06-24 18:00:00,945.75
ATN,,2023-06-24 19:00:00,569.50
ATN,,2023-06-24 20:00:00,201.58
ATN,,2023-06-24 21:00:00,38.92
ATN,,2023-06-24 22:00:00,0.00
ATN,,2023-06-24 23:00:00,0.00
ATN,,2023-06-25 00:00:00,0.00
ATN,,2023-06-25 01:00:00,0.00
ATN,,2023-06-25 02:00:00,0.00
ATN,,2023-06-25 03:00:00,0.00
ATN,,2023-06-25 04:00:00,0.00
ATN,,2023-06-25 05:00:00,0.00
ATN,,2023-06-25 06:00:00,15.42
ATN,,2023-06-25 07:00:00,207.17
ATN,,2023-06-25 08:00:00,598.00
ATN,,2023-06-25 09:00:00,973.33
ATN,,2023-06-25 10:00:00,1311.50
ATN,,2023-06-25 11:00:00,1543.83
ATN,,2023-06-25 12:00:00,1671.58
ATN,,2023-06-25 13:00:00,1718.17
ATN,,2023-06-25 14:00:00,805.17
ATN,,2023-06-25 15:00:00,29.33
ATN,,2023-06-25 16:00:00,29.33
ATN,,2023-06-25 17:00:00,29.50
ATN,,2023-06-25 18:00:00,340.42
ATN,,2023-06-25 19:00:00,506.42
ATN,,2023-06-25 20:00:00,208.17
ATN,,2023-06-25 21:00:00,27.83
ATN,,2023-06-25 22:00:00,0.00
ATN,,2023-06-25 23:00:00,0.00
ATN,,2023-06-26 00:00:00,0.00
ATN,,2023-06-26 01:00:00,0.00
ATN,,2023-06-26 02:00:00,0.00
ATN,,2023-06-26 03:00:00,0.00
ATN,,2023-06-26 04:00:00,0.00
ATN,,2023-06-26 05:00:00,0.00
ATN,,2023-06-26 06:00:00,14.67
ATN,,2023-06-26 07:00:00,187.92
ATN,,2023-06-26 08:00:00,460.92
ATN,,2023-06-26 09:00:00,978.75
ATN,,2023-06-26 10:00:00,1121.83
ATN,,2023-06-26 11:00:00,1156.50
ATN,,2023-06-26 12:00:00,1639.17
ATN,,2023-06-26 13:00:00,1466.33
ATN,,2023-06-26 14:00:00,1381.08
ATN,,2023-06-26 15:00:00,1499.08
ATN,,2023-06-26 16:00:00,1031.17
ATN,,2023-06-26 17:00:00,897.17
ATN,,2023-06-26 18:00:00,755.83
ATN,,2023-06-26 19:00:00,470.50
ATN,,2023-06-26 20:00:00,212.50
ATN,,2023-06-26 21:00:00,33.17
ATN,,2023-06-26 22:00:00,0.00
ATN,,2023-06-26 23:00:00,0.00
ATN,,2023-06-27 00:00:00,0.00
ATN,,2023-06-27 01:00:00,0.00
