Date,Onduleur,P_AC (kW),E_DAY (kWh),U_AC,I_AC,COS_PHI,Q_REACTIVE (kVAR),P_DC (kW),U_DC,I_DC,Fréquence (Hz),Température (°C),CycleTime
2023-10-01 06:45:00,#INV7 ESN:ES2090008166,0.0,607.01,780.23,0.0,0.0,0.0,,,,49.98,18.0,5.0
2023-10-01 06:45:00,#INV9 ESN:ES2090007440,0.0,488.93,780.37,0.0,0.0,0.0,,,,49.99,18.0,5.0
2023-10-01 06:45:00,#INV6 ESN:ES2090019918,0.0,502.89,780.67,0.0,0.0,0.0,,,,49.99,19.0,5.0
2023-10-01 06:45:00,#INV5 ESN:ES2090019500,0.0,632.66,779.6,0.0,0.0,0.0,,,,49.98,18.4,5.0
2023-10-01 06:45:00,#INV10 ESN:ES2090007461,0.0,408.74,780.17,0.0,0.0,0.0,,,,49.99,19.4,5.0
2023-10-01 06:45:00,#INV3 ESN:ES2170041972,0.0,614.49,777.77,0.0,0.0,0.0,,,,49.99,29.6,5.0
2023-10-01 06:45:00,#INV4 ESN:ES2090019942,0.0,554.21,779.27,0.0,0.0,0.0,,,,49.99,19.2,5.0
2023-10-01 06:45:00,#INV8 ESN:ES2090008157,0.0,547.59,779.2,0.0,0.0,0.0,,,,49.98,19.1,5.0
2023-10-01 06:45:00,#INV2 ESN:ES2090008130,0.0,502.62,779.93,0.0,0.0,0.0,,,,49.99,19.5,5.0
2023-10-01 06:45:00,#INV1 ESN:ES2090019501,0.0,598.66,780.1,0.0,0.0,0.0,,,,49.99,19.4,5.0
2023-10-01 06:45:00,#INV11 ESN:ES2090019214,0.0,443.72,781.07,0.0,0.0,0.0,,,,49.99,18.1,5.0
2023-10-01 06:50:00,#INV9 ESN:ES2090007440,0.0,488.93,779.07,0.0,0.0,0.0,,,,50.0,19.0,5.0
2023-10-01 06:50:00,#INV1 ESN:ES2090019501,0.0,598.66,778.4,0.0,0.0,0.0,,,,50.0,20.2,5.0
2023-10-01 06:50:00,#INV7 ESN:ES2090008166,0.0,607.01,779.0,0.0,0.0,0.0,,,,50.0,18.8,5.0
2023-10-01 06:50:00,#INV6 ESN:ES2090019918,0.0,502.89,778.83,0.0,0.0,0.0,,,,50.0,19.6,5.0
2023-10-01 06:50:00,#INV3 ESN:ES2170041972,0.18,614.49,775.87,0.13,1.0,0.02,,,,50.0,26.1,5.0
2023-10-01 06:50:00,#INV5 ESN:ES2090019500,0.0,632.66,778.3,0.0,0.0,0.0,,,,50.0,19.4,5.0
2023-10-01 06:50:00,#INV2 ESN:ES2090008130,0.0,502.62,777.7,0.0,0.0,0.0,,,,50.0,20.3,5.0
2023-10-01 06:50:00,#INV8 ESN:ES2090008157,0.0,547.59,778.0,0.0,0.0,0.0,,,,50.0,19.9,5.0
2023-10-01 06:50:00,#INV4 ESN:ES2090019942,0.0,554.21,778.37,0.0,0.0,0.0,,,,50.0,20.0,5.0
2023-10-01 06:50:00,#INV11 ESN:ES2090019214,0.0,443.72,779.83,0.0,0.0,0.0,,,,50.0,18.9,5.0
2023-10-01 06:50:00,#INV10 ESN:ES2090007461,0.0,408.74,779.17,0.0,0.0,0.0,,,,50.01,20.2,5.0
2023-10-01 06:55:00,#INV10 ESN:ES2090007461,0.0,408.74,779.73,0.0,0.0,0.0,,,,49.98,20.8,5.0
2023-10-01 06:55:00,#INV11 ESN:ES2090019214,0.0,443.72,780.7,0.0,0.0,0.0,,,,49.98,19.5,5.0
2023-10-01 06:55:00,#INV1 ESN:ES2090019501,0.0,598.66,779.57,0.0,0.0,0.0,,,,49.98,20.8,5.0
2023-10-01 06:55:00,#INV8 ESN:ES2090008157,0.0,547.59,778.83,0.0,0.0,0.0,,,,49.98,20.5,5.0
2023-10-01 06:55:00,#INV7 ESN:ES2090008166,0.0,607.01,780.13,0.0,0.0,0.0,,,,49.98,19.6,5.0
2023-10-01 06:55:00,#INV6 ESN:ES2090019918,0.0,502.89,780.07,0.0,0.0,0.0,,,,49.98,20.2,5.0
2023-10-01 06:55:00,#INV5 ESN:ES2090019500,0.0,632.66,779.83,0.0,0.0,0.0,,,,49.98,20.0,5.0
2023-10-01 06:55:00,#INV4 ESN:ES2090019942,0.0,554.21,779.13,0.0,0.0,0.0,,,,49.98,20.6,5.0
2023-10-01 06:55:00,#INV3 ESN:ES2170041972,0.42,614.49,777.67,0.26,1.0,0.0,,,,49.98,24.5,5.0
2023-10-01 06:55:00,#INV2 ESN:ES2090008130,0.0,502.62,778.87,0.0,0.0,0.0,,,,49.98,20.7,5.0
2023-10-01 06:55:00,#INV9 ESN:ES2090007440,0.0,488.93,779.13,0.0,0.0,0.0,,,,49.98,19.8,5.0
2023-10-01 07:00:00,#INV3 ESN:ES2170041972,0.79,614.49,775.57,0.55,1.0,-0.01,,,,49.99,24.5,5.0
2023-10-01 07:00:00,#INV9 ESN:ES2090007440,0.0,488.93,777.83,0.0,0.0,0.0,,,,49.99,20.4,5.0
2023-10-01 07:00:00,#INV4 ESN:ES2090019942,0.0,554.21,777.17,0.0,0.0,0.0,,,,49.99,21.0,5.0
2023-10-01 07:00:00,#INV7 ESN:ES2090008166,0.0,607.01,778.03,0.0,0.0,0.0,,,,49.99,20.0,5.0
2023-10-01 07:00:00,#INV5 ESN:ES2090019500,0.0,632.66,777.37,0.0,0.0,0.0,,,,49.99,20.4,5.0
2023-10-01 07:00:00,#INV6 ESN:ES2090019918,0.0,502.89,778.67,0.0,0.0,0.0,,,,49.99,20.6,5.0
2023-10-01 07:00:00,#INV10 ESN:ES2090007461,0.0,408.74,777.83,0.0,0.0,0.0,,,,49.99,21.2,5.0
2023-10-01 07:00:00,#INV8 ESN:ES2090008157,0.0,547.59,776.97,0.0,0.0,0.0,,,,49.99,20.9,5.0
2023-10-01 07:00:00,#INV1 ESN:ES2090019501,0.0,598.66,778.33,0.0,0.0,0.0,,,,49.99,21.2,5.0
2023-10-01 07:00:00,#INV2 ESN:ES2090008130,0.0,502.62,777.87,0.0,0.0,0.0,,,,49.99,21.3,5.0
2023-10-01 07:00:00,#INV11 ESN:ES2090019214,0.0,443.72,778.7,0.0,0.0,0.0,,,,49.99,20.1,5.0
2023-10-01 07:05:00,#INV1 ESN:ES2090019501,0.0,598.66,774.2,0.0,0.0,0.0,,,,49.97,21.6,5.0
2023-10-01 07:05:00,#INV9 ESN:ES2090007440,0.0,488.93,773.5,0.0,0.0,0.0,,,,49.98,20.6,5.0
2023-10-01 07:05:00,#INV4 ESN:ES2090019942,1.46,554.21,773.07,1.05,1.0,0.01,,,,49.97,21.2,5.0
2023-10-01 07:05:00,#INV2 ESN:ES2090008130,0.0,502.62,774.23,0.0,0.0,0.0,,,,49.97,21.5,5.0
2023-10-01 07:05:00,#INV5 ESN:ES2090019500,0.0,632.66,773.73,0.0,0.0,0.0,,,,49.97,20.6,5.0
2023-10-01 07:05:00,#INV3 ESN:ES2170041972,1.13,614.49,771.57,0.73,1.0,-0.02,,,,49.97,24.9,5.0
2023-10-01 07:05:00,#INV8 ESN:ES2090008157,1.34,547.59,772.9,1.01,1.0,-0.0,,,,49.97,21.1,5.0
2023-10-01 07:05:00,#INV10 ESN:ES2090007461,0.0,408.74,774.07,0.0,0.0,0.0,,,,49.97,21.6,5.0
2023-10-01 07:05:00,#INV6 ESN:ES2090019918,0.0,502.89,774.27,0.0,0.0,0.0,,,,49.98,21.0,5.0
2023-10-01 07:05:00,#INV11 ESN:ES2090019214,0.0,443.72,774.47,0.0,0.0,0.0,,,,49.97,20.5,5.0
2023-10-01 07:05:00,#INV7 ESN:ES2090008166,0.0,607.01,773.73,0.0,0.0,0.0,,,,49.97,20.2,5.0
2023-10-01 07:10:00,#INV8 ESN:ES2090008157,2.08,547.59,777.77,1.62,1.0,0.02,,,,49.97,20.7,5.0
2023-10-01 07:10:00,#INV11 ESN:ES2090019214,1.35,443.72,778.87,1.03,1.0,0.01,,,,49.97,20.3,5.0
2023-10-01 07:10:00,#INV5 ESN:ES2090019500,0.0,632.66,777.73,0.0,0.0,0.0,,,,49.97,21.0,5.0
2023-10-01 07:10:00,#INV1 ESN:ES2090019501,0.0,598.66,778.7,0.0,0.0,0.0,,,,49.97,22.0,5.0
2023-10-01 07:10:00,#INV9 ESN:ES2090007440,1.27,488.93,778.03,0.78,1.0,-0.0,,,,49.97,20.6,5.0
2023-10-01 07:10:00,#INV7 ESN:ES2090008166,0.0,607.01,778.63,0.0,0.0,0.0,,,,49.97,20.6,5.0
2023-10-01 07:10:00,#INV6 ESN:ES2090019918,0.0,502.89,779.23,0.0,0.0,0.0,,,,49.97,21.4,5.0
2023-10-01 07:10:00,#INV3 ESN:ES2170041972,1.79,614.49,775.77,1.21,1.0,0.04,,,,49.97,25.5,5.0
2023-10-01 07:10:00,#INV4 ESN:ES2090019942,2.09,554.21,777.53,1.67,1.0,0.01,,,,49.97,20.8,5.0
2023-10-01 07:10:00,#INV10 ESN:ES2090007461,0.0,408.74,778.0,0.0,0.0,0.0,,,,49.97,21.8,5.0
2023-10-01 07:10:00,#INV2 ESN:ES2090008130,0.0,502.62,777.9,0.0,0.0,0.0,,,,49.97,21.9,5.0
2023-10-01 07:15:00,#INV7 ESN:ES2090008166,0.0,607.01,782.3,0.0,0.0,0.0,,,,49.98,20.8,5.0
2023-10-01 07:15:00,#INV10 ESN:ES2090007461,0.0,408.74,782.03,0.0,0.0,0.0,,,,49.98,22.2,5.0
2023-10-01 07:15:00,#INV4 ESN:ES2090019942,2.93,554.21,780.97,2.08,1.0,-0.02,,,,49.98,21.6,5.0
2023-10-01 07:15:00,#INV2 ESN:ES2090008130,0.0,502.62,781.8,0.0,0.0,0.0,,,,49.97,22.1,5.0
2023-10-01 07:15:00,#INV9 ESN:ES2090007440,1.61,488.93,782.2,1.09,1.0,-0.02,,,,49.98,21.4,5.0
2023-10-01 07:15:00,#INV5 ESN:ES2090019500,0.0,632.66,781.4,0.0,0.0,0.0,,,,49.98,21.2,5.0
2023-10-01 07:15:00,#INV11 ESN:ES2090019214,1.73,443.72,782.8,1.28,1.0,-0.02,,,,49.98,20.5,5.0
2023-10-01 07:15:00,#INV6 ESN:ES2090019918,0.0,502.89,782.6,0.0,0.0,0.0,,,,49.97,21.6,5.0
2023-10-01 07:15:00,#INV1 ESN:ES2090019501,0.0,598.66,782.3,0.0,0.0,0.0,,,,49.97,22.2,5.0
2023-10-01 07:15:00,#INV3 ESN:ES2170041972,2.28,614.49,780.13,1.56,1.0,0.01,,,,49.97,26.3,5.0
2023-10-01 07:15:00,#INV8 ESN:ES2090008157,2.91,547.59,780.77,2.1,1.0,0.0,,,,49.97,21.1,5.0
2023-10-01 07:20:00,#INV8 ESN:ES2090008157,3.55,547.59,777.5,2.51,1.0,0.02,,,,50.0,22.1,5.0
2023-10-01 07:20:00,#INV6 ESN:ES2090019918,0.0,502.89,779.6,0.0,0.0,0.0,,,,49.99,21.8,5.0
2023-10-01 07:20:00,#INV7 ESN:ES2090008166,0.0,607.01,778.4,0.0,0.0,0.0,,,,50.0,21.0,5.0
2023-10-01 07:20:00,#INV1 ESN:ES2090019501,0.0,598.66,778.27,0.0,0.0,0.0,,,,50.0,22.4,5.0
2023-10-01 07:20:00,#INV2 ESN:ES2090008130,0.0,502.62,778.0,0.0,0.0,0.0,,,,50.0,22.3,5.0
2023-10-01 07:20:00,#INV3 ESN:ES2170041972,2.78,614.49,776.3,1.96,1.0,-0.01,,,,50.0,27.3,5.0
2023-10-01 07:20:00,#INV5 ESN:ES2090019500,0.0,632.66,777.53,0.0,0.0,0.0,,,,50.0,21.4,5.0
2023-10-01 07:20:00,#INV9 ESN:ES2090007440,2.0,488.93,778.27,1.35,1.0,0.01,,,,49.99,22.4,5.0
2023-10-01 07:20:00,#INV11 ESN:ES2090019214,2.11,443.72,779.43,1.49,1.0,0.02,,,,50.0,21.3,5.0
2023-10-01 07:20:00,#INV4 ESN:ES2090019942,3.51,554.21,777.53,2.49,1.0,-0.02,,,,49.99,22.6,5.0
2023-10-01 07:20:00,#INV10 ESN:ES2090007461,0.0,408.74,778.5,0.0,0.0,0.0,,,,50.0,22.4,5.0
2023-10-01 07:25:00,#INV8 ESN:ES2090008157,4.17,547.59,774.7,2.98,1.0,-0.0,,,,50.01,23.1,5.0
2023-10-01 07:25:00,#INV11 ESN:ES2090019214,2.46,443.72,776.33,1.93,1.0,-0.02,,,,50.01,22.3,5.0
2023-10-01 07:25:00,#INV10 ESN:ES2090007461,2.93,408.74,775.5,2.06,1.0,-0.01,,,,50.01,22.0,5.0
2023-10-01 07:25:00,#INV2 ESN:ES2090008130,0.0,502.62,775.8,0.0,0.0,0.0,,,,50.01,22.5,5.0
2023-10-01 07:25:00,#INV4 ESN:ES2090019942,4.14,554.21,774.8,2.96,1.0,-0.05,,,,50.0,23.8,5.0
2023-10-01 07:25:00,#INV9 ESN:ES2090007440,2.34,488.93,775.83,1.59,1.0,-0.01,,,,50.0,23.4,5.0
2023-10-01 07:25:00,#INV3 ESN:ES2170041972,3.18,614.49,773.4,2.31,1.0,-0.02,,,,50.01,28.3,5.0
2023-10-01 07:25:00,#INV5 ESN:ES2090019500,2.99,632.66,775.17,2.18,1.0,0.02,,,,50.0,21.2,5.0
2023-10-01 07:25:00,#INV7 ESN:ES2090008166,3.22,607.01,776.03,2.31,1.0,-0.0,,,,50.01,20.6,5.0
2023-10-01 07:25:00,#INV1 ESN:ES2090019501,3.31,598.66,775.63,2.36,1.0,-0.0,,,,50.01,22.4,5.0
2023-10-01 07:25:00,#INV6 ESN:ES2090019918,0.0,502.89,776.9,0.0,0.0,0.0,,,,50.01,22.0,5.0
2023-10-01 07:30:00,#INV11 ESN:ES2090019214,2.8,443.72,777.87,1.93,1.0,0.01,,,,50.02,23.5,5.0
2023-10-01 07:30:00,#INV3 ESN:ES2170041972,3.59,614.49,774.87,2.64,1.0,-0.02,,,,50.02,29.3,5.0
2023-10-01 07:30:00,#INV7 ESN:ES2090008166,3.73,607.01,777.03,2.7,1.0,-0.01,,,,50.02,20.8,5.0
2023-10-01 07:30:00,#INV8 ESN:ES2090008157,5.53,547.59,775.87,3.94,1.0,0.03,,,,50.02,24.3,5.0
2023-10-01 07:30:00,#INV9 ESN:ES2090007440,2.65,488.93,776.93,1.88,1.0,-0.03,,,,50.02,24.2,5.0
2023-10-01 07:30:00,#INV2 ESN:ES2090008130,0.0,502.62,776.37,0.0,0.0,0.0,,,,50.02,22.9,5.0
2023-10-01 07:30:00,#INV1 ESN:ES2090019501,3.86,598.66,776.8,2.85,1.0,-0.08,,,,50.02,22.4,5.0
2023-10-01 07:30:00,#INV4 ESN:ES2090019942,4.96,554.21,775.93,3.57,1.0,0.05,,,,50.02,25.2,5.0
2023-10-01 07:30:00,#INV5 ESN:ES2090019500,3.46,632.66,776.17,2.41,1.0,0.02,,,,50.02,21.6,5.0
2023-10-01 07:30:00,#INV10 ESN:ES2090007461,3.52,408.74,776.57,2.56,1.0,0.02,,,,50.02,22.0,5.0
2023-10-01 07:30:00,#INV6 ESN:ES2090019918,0.0,502.89,777.9,0.0,0.0,0.0,,,,50.02,22.2,5.0
2023-10-01 07:35:00,#INV11 ESN:ES2090019214,3.08,443.72,777.23,2.13,1.0,0.01,,,,50.01,24.7,5.0
2023-10-01 07:35:00,#INV8 ESN:ES2090008157,8.37,547.59,774.5,6.1,1.0,0.02,,,,50.01,25.7,5.0
2023-10-01 07:35:00,#INV10 ESN:ES2090007461,3.95,408.74,775.43,2.77,1.0,0.01,,,,50.01,23.0,5.0
2023-10-01 07:35:00,#INV9 ESN:ES2090007440,2.9,488.93,775.4,2.08,1.0,0.03,,,,50.01,25.4,5.0
2023-10-01 07:35:00,#INV6 ESN:ES2090019918,0.0,502.89,776.6,0.0,0.0,0.0,,,,50.01,22.6,5.0
2023-10-01 07:35:00,#INV7 ESN:ES2090008166,4.07,607.01,775.57,2.9,1.0,0.03,,,,50.01,21.8,5.0
2023-10-01 07:35:00,#INV4 ESN:ES2090019942,6.32,554.21,775.87,4.62,1.0,0.01,,,,50.01,26.6,5.0
2023-10-01 07:35:00,#INV2 ESN:ES2090008130,0.0,502.62,775.8,0.0,0.0,0.0,,,,50.01,23.1,5.0
2023-10-01 07:35:00,#INV5 ESN:ES2090019500,3.82,632.66,775.23,2.82,1.0,0.01,,,,50.01,22.6,5.0
2023-10-01 07:35:00,#INV1 ESN:ES2090019501,4.26,598.66,776.0,3.06,1.0,-0.01,,,,50.01,23.2,5.0
2023-10-01 07:35:00,#INV3 ESN:ES2170041972,3.99,614.49,773.03,3.0,0.99,-0.44,,,,50.01,30.3,5.0
2023-10-01 07:40:00,#INV1 ESN:ES2090019501,4.61,598.66,776.03,3.3,1.0,-0.02,,,,49.98,24.4,5.0
2023-10-01 07:40:00,#INV3 ESN:ES2170041972,4.35,614.49,773.53,3.26,1.0,0.0,,,,49.98,31.3,5.0
2023-10-01 07:40:00,#INV4 ESN:ES2090019942,8.43,554.21,775.23,6.2,1.0,0.01,,,,49.98,28.0,5.0
2023-10-01 07:40:00,#INV2 ESN:ES2090008130,0.0,502.62,775.73,0.0,0.0,0.0,,,,49.98,23.5,5.0
2023-10-01 07:40:00,#INV8 ESN:ES2090008157,10.5,547.59,774.83,7.64,1.0,-0.0,,,,49.98,27.3,5.0
2023-10-01 07:40:00,#INV9 ESN:ES2090007440,3.15,488.93,775.4,2.22,1.0,0.0,,,,49.98,26.4,5.0
2023-10-01 07:40:00,#INV10 ESN:ES2090007461,5.09,408.74,775.87,3.73,1.0,-0.01,,,,49.98,24.4,5.0
2023-10-01 07:40:00,#INV5 ESN:ES2090019500,4.16,632.66,775.4,3.02,1.0,-0.02,,,,49.98,24.0,5.0
2023-10-01 07:40:00,#INV7 ESN:ES2090008166,4.41,607.01,775.67,3.34,1.0,0.01,,,,49.98,23.0,5.0
2023-10-01 07:40:00,#INV11 ESN:ES2090019214,3.67,443.72,776.6,2.62,1.0,-0.02,,,,49.98,25.9,5.0
2023-10-01 07:40:00,#INV6 ESN:ES2090019918,0.0,502.89,776.67,0.0,0.0,0.0,,,,49.98,23.0,5.0
2023-10-01 07:45:00,#INV10 ESN:ES2090007461,11.45,408.74,776.33,8.46,1.0,-0.01,,,,49.99,25.8,5.0
2023-10-01 07:45:00,#INV8 ESN:ES2090008157,16.72,547.59,775.17,12.32,1.0,-0.02,,,,50.0,28.9,5.0
2023-10-01 07:45:00,#INV3 ESN:ES2170041972,4.71,614.49,774.03,3.62,1.0,-0.02,,,,49.99,32.5,5.0
2023-10-01 07:45:00,#INV4 ESN:ES2090019942,15.57,554.21,775.6,11.52,1.0,0.0,,,,50.0,29.6,5.0
2023-10-01 07:45:00,#INV1 ESN:ES2090019501,4.97,598.66,776.73,3.5,1.0,0.04,,,,49.99,25.4,5.0
2023-10-01 07:45:00,#INV11 ESN:ES2090019214,4.72,443.72,776.7,3.49,1.0,-0.02,,,,50.0,27.1,5.0
2023-10-01 07:45:00,#INV5 ESN:ES2090019500,4.5,632.66,775.97,3.23,1.0,-0.02,,,,49.99,25.4,5.0
2023-10-01 07:45:00,#INV6 ESN:ES2090019918,0.0,502.89,777.5,0.0,0.0,0.0,,,,50.0,23.2,5.0
2023-10-01 07:45:00,#INV2 ESN:ES2090008130,0.0,502.62,776.1,0.0,0.0,0.0,,,,49.99,23.7,5.0
2023-10-01 07:45:00,#INV9 ESN:ES2090007440,3.41,488.93,775.83,2.46,1.0,0.01,,,,50.0,27.6,5.0
2023-10-01 07:45:00,#INV7 ESN:ES2090008166,4.75,607.01,776.53,3.34,1.0,-0.0,,,,50.0,24.4,5.0
2023-10-01 07:50:00,#INV2 ESN:ES2090008130,0.0,502.62,776.83,0.0,0.0,0.0,,,,49.99,23.9,5.0
2023-10-01 07:50:00,#INV3 ESN:ES2170041972,5.34,614.49,774.13,3.95,1.0,0.02,,,,49.99,33.1,5.0
2023-10-01 07:50:00,#INV1 ESN:ES2090019501,5.58,598.66,777.47,4.11,1.0,0.02,,,,49.99,26.6,5.0
2023-10-01 07:50:00,#INV11 ESN:ES2090019214,5.75,443.72,777.53,4.11,1.0,0.01,,,,50.0,28.5,5.0
2023-10-01 07:50:00,#INV10 ESN:ES2090007461,20.84,408.74,777.3,15.33,1.0,-0.01,,,,49.99,27.6,5.0
2023-10-01 07:50:00,#INV4 ESN:ES2090019942,24.74,554.21,777.0,18.3,1.0,0.0,,,,49.99,31.4,5.0
2023-10-01 07:50:00,#INV8 ESN:ES2090008157,25.47,547.59,776.2,18.72,1.0,0.0,,,,49.99,30.9,5.0
2023-10-01 07:50:00,#INV5 ESN:ES2090019500,5.08,632.66,776.23,3.63,1.0,0.0,,,,49.99,26.8,5.0
2023-10-01 07:50:00,#INV7 ESN:ES2090008166,5.28,607.01,776.37,3.74,1.0,-0.02,,,,49.99,25.8,5.0
2023-10-01 07:50:00,#INV9 ESN:ES2090007440,3.84,488.93,776.87,2.8,1.0,-0.0,,,,49.99,28.8,5.0
2023-10-01 07:50:00,#INV6 ESN:ES2090019918,0.0,502.89,777.3,0.0,0.0,0.0,,,,49.99,23.6,5.0
2023-10-01 07:55:00,#INV4 ESN:ES2090019942,32.44,554.21,776.03,24.12,1.0,0.0,,,,50.0,34.0,5.0
2023-10-01 07:55:00,#INV1 ESN:ES2090019501,6.44,598.66,776.23,4.78,1.0,-0.03,,,,50.0,27.8,5.0
2023-10-01 07:55:00,#INV7 ESN:ES2090008166,6.08,607.01,775.93,4.35,1.0,0.01,,,,50.0,27.4,5.0
2023-10-01 07:55:00,#INV2 ESN:ES2090008130,0.0,502.62,776.1,0.0,0.0,0.0,,,,50.0,24.1,5.0
2023-10-01 07:55:00,#INV8 ESN:ES2090008157,29.32,547.59,775.73,21.66,1.0,0.0,,,,50.0,33.3,5.0
2023-10-01 07:55:00,#INV6 ESN:ES2090019918,0.0,502.89,777.03,0.0,0.0,0.0,,,,50.01,24.0,5.0
2023-10-01 07:55:00,#INV9 ESN:ES2090007440,4.4,488.93,776.03,3.38,1.0,-0.02,,,,50.0,30.0,5.0
2023-10-01 07:55:00,#INV11 ESN:ES2090019214,6.61,443.72,777.17,4.89,1.0,-0.01,,,,50.0,29.9,5.0
2023-10-01 07:55:00,#INV5 ESN:ES2090019500,5.85,632.66,775.7,4.18,1.0,-0.01,,,,50.0,28.4,5.0
2023-10-01 07:55:00,#INV3 ESN:ES2170041972,6.21,614.49,773.97,4.65,1.0,-0.02,,,,50.0,34.1,5.0
2023-10-01 07:55:00,#INV10 ESN:ES2090007461,24.42,408.74,776.63,18.14,1.0,0.0,,,,50.0,29.8,5.0
2023-10-01 08:00:00,#INV1 ESN:ES2090019501,7.54,598.66,777.13,5.4,1.0,-0.02,,,,49.98,29.0,5.0
2023-10-01 08:00:00,#INV5 ESN:ES2090019500,6.83,632.66,777.0,5.0,1.0,0.0,,,,49.98,30.0,5.0
2023-10-01 08:00:00,#INV8 ESN:ES2090008157,32.79,547.59,776.2,24.33,1.0,0.0,,,,49.98,36.1,5.0
2023-10-01 08:00:00,#INV9 ESN:ES2090007440,5.14,488.93,776.93,3.79,1.0,-0.01,,,,49.98,31.4,5.0
2023-10-01 08:00:00,#INV2 ESN:ES2090008130,0.0,502.62,777.03,0.0,0.0,0.0,,,,49.98,24.3,5.0
2023-10-01 08:00:00,#INV10 ESN:ES2090007461,27.87,408.74,777.37,20.57,1.0,-0.0,,,,49.98,32.6,5.0
2023-10-01 08:00:00,#INV4 ESN:ES2090019942,38.0,554.21,777.07,28.19,1.0,-0.01,,,,49.98,36.8,5.0
2023-10-01 08:00:00,#INV11 ESN:ES2090019214,7.41,443.72,777.83,5.39,1.0,-0.0,,,,49.98,31.3,5.0
2023-10-01 08:00:00,#INV6 ESN:ES2090019918,0.0,502.89,777.77,0.0,0.0,0.0,,,,49.98,24.4,5.0
2023-10-01 08:00:00,#INV3 ESN:ES2170041972,7.31,614.49,774.33,5.47,1.0,0.0,,,,49.98,34.7,5.0
2023-10-01 08:00:00,#INV7 ESN:ES2090008166,7.12,607.01,777.23,5.17,1.0,0.0,,,,49.98,29.0,5.0
2023-10-01 08:05:00,#INV2 ESN:ES2090008130,0.0,502.62,778.63,0.0,0.0,0.0,,,,49.95,24.5,5.0
2023-10-01 08:05:00,#INV5 ESN:ES2090019500,8.22,632.66,778.37,5.98,1.0,-0.01,,,,49.94,31.6,5.0
2023-10-01 08:05:00,#INV4 ESN:ES2090019942,43.14,554.21,778.83,31.92,1.0,-0.02,,,,49.96,38.7,5.0
2023-10-01 08:05:00,#INV6 ESN:ES2090019918,0.0,502.89,779.37,0.0,0.0,0.0,,,,49.95,24.8,5.0
2023-10-01 08:05:00,#INV3 ESN:ES2170041972,8.74,614.49,776.03,6.54,1.0,-0.0,,,,49.95,35.1,5.0
2023-10-01 08:05:00,#INV8 ESN:ES2090008157,36.99,547.59,778.0,27.32,1.0,-0.01,,,,49.95,38.3,5.0
2023-10-01 08:05:00,#INV1 ESN:ES2090019501,8.95,598.66,778.87,6.51,1.0,0.0,,,,49.95,30.2,5.0
2023-10-01 08:05:00,#INV9 ESN:ES2090007440,6.07,488.93,778.33,4.4,1.0,-0.01,,,,49.95,32.6,5.0
2023-10-01 08:05:00,#INV10 ESN:ES2090007461,30.73,408.74,779.3,22.61,1.0,-0.0,,,,49.95,35.2,5.0
2023-10-01 08:05:00,#INV11 ESN:ES2090019214,8.4,443.72,779.57,6.0,1.0,0.01,,,,49.95,32.9,5.0
2023-10-01 08:05:00,#INV7 ESN:ES2090008166,8.48,607.01,778.87,6.14,1.0,0.0,,,,49.95,30.6,5.0
2023-10-01 08:10:00,#INV7 ESN:ES2090008166,10.12,607.01,782.07,7.31,1.0,0.02,,,,50.01,32.2,5.0
2023-10-01 08:10:00,#INV8 ESN:ES2090008157,41.15,547.59,781.27,30.36,1.0,-0.0,,,,50.01,39.5,5.0
2023-10-01 08:10:00,#INV6 ESN:ES2090019918,0.0,502.89,782.97,0.0,0.0,0.0,,,,50.01,25.2,5.0
2023-10-01 08:10:00,#INV9 ESN:ES2090007440,7.16,488.93,781.83,5.24,1.0,-0.01,,,,50.01,34.0,5.0
2023-10-01 08:10:00,#INV5 ESN:ES2090019500,9.91,632.66,782.2,7.23,1.0,-0.01,,,,50.01,33.2,5.0
2023-10-01 08:10:00,#INV11 ESN:ES2090019214,10.69,443.72,782.4,7.7,1.0,0.01,,,,50.01,34.3,5.0
2023-10-01 08:10:00,#INV4 ESN:ES2090019942,47.61,554.21,782.03,35.12,1.0,-0.01,,,,50.01,39.7,5.0
2023-10-01 08:10:00,#INV10 ESN:ES2090007461,33.23,408.74,782.57,24.47,1.0,-0.02,,,,50.01,38.0,5.0
2023-10-01 08:10:00,#INV3 ESN:ES2170041972,10.48,614.49,779.93,7.68,1.0,0.01,,,,50.01,35.5,5.0
2023-10-01 08:10:00,#INV2 ESN:ES2090008130,0.0,502.62,781.77,0.0,0.0,0.0,,,,50.01,24.7,5.0
2023-10-01 08:10:00,#INV1 ESN:ES2090019501,10.71,598.66,782.47,7.74,1.0,-0.0,,,,50.01,31.6,5.0
2023-10-01 08:15:00,#INV6 ESN:ES2090019918,0.0,502.89,781.4,0.0,0.0,0.0,,,,50.02,25.8,5.0
2023-10-01 08:15:00,#INV5 ESN:ES2090019500,11.74,632.66,780.27,8.53,1.0,-0.0,,,,50.02,34.8,5.0
2023-10-01 08:15:00,#INV11 ESN:ES2090019214,12.37,443.72,781.53,8.98,1.0,-0.0,,,,50.01,35.9,5.0
2023-10-01 08:15:00,#INV2 ESN:ES2090008130,0.0,502.62,780.2,0.0,0.0,0.0,,,,50.01,24.9,5.0
2023-10-01 08:15:00,#INV4 ESN:ES2090019942,51.45,554.21,780.77,38.05,1.0,0.01,,,,50.02,40.9,5.0
